year,n_firms,n_emp,payroll,revenue,NAICS2017,state,payroll_per_emp,ai_firms_did_not_use,ai_firms_tested_but_did_not_use_in_production_or_service,ai_firms_low_use,ai_firms_moderate_use,ai_firms_high_use,ai_firms_dont_know,ai_firms_any_use,ai_firms_total,ai_adoption_rate,high_ai
2017,13840,126528,7884497,39072071,23,55,62.31424664896308,14666,0,0,0,0,388,0,15054,0,High AI adoption
2017,3971,29803,1130105,6334046,53,55,37.91916921115324,3558,0,0,0,0,0,0,3558,0,High AI adoption
2017,11644,240940,3406365,12159165,72,55,14.13781439362497,11281,0,0,0,0,346,0,11627,0,High AI adoption
2018,67504,1630135,73502277,0,00,01,45.08968705045901,51572,179,696,803,356,4244,1855,59705,0.031069424671300562,High AI adoption
2018,904,6904,311577,0,11,01,45.12992468134415,0,0,0,0,0,0,0,0,NA,NA
2018,141,5804,472163,0,21,01,81.3513094417643,54,0,0,0,0,0,0,54,0,High AI adoption
2018,49,8098,964733,0,22,09,119.1322548777476,21,0,0,0,0,0,0,21,0,High AI adoption
2018,104,15334,1581465,0,22,01,103.13453762879875,28,0,0,0,0,0,0,28,0,High AI adoption
2018,7585,69230,3615716,0,23,01,52.227589195435506,6569,0,0,0,0,244,0,6813,0,High AI adoption
2018,4027,74962,4605459,0,42,01,61.437248205757584,3326,0,37,131,0,332,168,3994,0.04206309464196294,High AI adoption
2018,721,31913,1832556,0,51,01,57.42349512737756,467,0,18,0,0,54,18,557,0.03231597845601436,High AI adoption
2018,2955,68775,4875305,0,52,01,70.88774990912395,1988,0,112,0,0,175,112,2387,0.0469208211143695,High AI adoption
2018,3406,29284,1424950,0,53,01,48.65967763966671,2730,0,0,0,0,0,0,2730,0,High AI adoption
2018,8327,107683,8153239,0,54,01,75.7151918130067,6380,0,73,254,0,489,327,7523,0.043466702113518545,High AI adoption
2018,467,25010,2245262,0,55,01,89.77457017193123,290,0,59,0,0,26,59,434,0.1359447004608295,High AI adoption
2018,3706,159148,5235424,0,56,01,32.89657425792344,3029,0,0,0,0,211,0,3240,0,High AI adoption
2018,761,25820,710330,0,61,01,27.510844306738964,315,0,0,0,0,0,0,315,0,High AI adoption
2018,7470,207337,10081851,0,62,01,48.62543106150856,5618,0,0,0,0,491,0,6109,0,High AI adoption
2018,1130,17662,322334,0,71,01,18.250141546823688,456,0,0,0,0,0,0,456,0,High AI adoption
2018,5747,174708,2708056,0,72,01,15.500469354580213,4208,0,0,0,0,343,0,4551,0,High AI adoption
2018,4593,37592,1373174,0,81,01,36.528357097254734,3456,0,0,0,0,432,0,3888,0,High AI adoption
2018,166,519,6522,0,99,01,12.566473988439306,114,0,0,0,0,0,0,114,0,High AI adoption
2018,15698,258119,15344471,0,00,02,59.447274319209356,11675,18,181,175,62,578,418,13107,0.03189135576409552,High AI adoption
2018,114,8847,1135637,0,21,02,128.3640782186052,68,0,0,0,0,0,0,68,0,High AI adoption
2018,52,1927,204287,0,22,02,106.01297353399066,19,0,0,0,0,0,0,19,0,High AI adoption
2018,2274,17362,1671695,0,23,02,96.28470222324617,1920,0,0,0,0,0,0,1920,0,High AI adoption
2018,547,9585,663546,0,42,02,69.22754303599373,307,0,0,0,0,71,0,378,0,High AI adoption
2018,194,5904,421893,0,51,02,71.45884146341463,95,0,0,0,0,0,0,95,0,High AI adoption
2018,395,6688,473654,0,52,02,70.82147129186603,299,0,0,0,0,0,0,299,0,High AI adoption
2018,1763,16862,1265777,0,54,02,75.06683667417863,1436,0,0,40,0,56,40,1572,0.02544529262086514,High AI adoption
2018,138,6261,810969,0,55,02,129.52707235265933,119,0,0,0,0,0,0,119,0,High AI adoption
2018,973,18156,913704,0,56,02,50.3251817580965,663,0,0,0,0,0,0,663,0,High AI adoption
2018,187,2226,66365,0,61,02,29.813566936208446,0,0,0,0,0,0,0,0,NA,NA
2018,2171,44038,2677712,0,62,02,60.804577864571506,1510,0,0,0,0,0,0,1510,0,High AI adoption
2018,489,5865,106490,0,71,02,18.15686274509804,378,0,0,0,0,0,0,378,0,High AI adoption
2018,1901,31480,995075,0,72,02,31.609752223634054,1380,0,0,0,0,0,0,1380,0,High AI adoption
2018,890,5121,209262,0,81,02,40.86350322202695,734,0,0,0,0,0,0,734,0,High AI adoption
2018,25,43,920,0,99,02,21.3953488372093,0,0,0,0,0,0,0,0,NA,NA
2018,107152,2525257,120495466,0,00,04,47.71611998303539,77752,482,1651,755,471,4457,2877,88445,0.03252869014641868,High AI adoption
2018,321,6053,92507,0,11,04,15.28283495787213,0,0,0,0,0,0,0,0,NA,NA
2018,120,10388,758367,0,21,04,73.0041393916057,81,0,0,0,0,0,0,81,0,High AI adoption
2018,203,15216,1437330,0,22,04,94.46175078864353,121,0,0,0,0,0,0,121,0,High AI adoption
2018,13134,165176,9089751,0,23,04,55.030700586041554,10454,0,124,0,0,648,124,11350,0.01092511013215859,High AI adoption
2018,5309,104917,6875468,0,42,04,65.53244946004938,3982,18,71,28,0,263,99,4461,0.02219233355749832,High AI adoption
2018,1526,55891,3811187,0,51,04,68.18963697196328,945,0,29,35,0,162,64,1235,0.051821862348178135,High AI adoption
2018,5872,183768,13112079,0,52,04,71.35126354969309,3961,18,224,107,0,222,331,4863,0.06806498046473371,High AI adoption
2018,7959,53654,3208448,0,53,04,59.79885935810937,5953,0,0,0,0,336,0,6289,0,High AI adoption
2018,17078,149103,11876616,0,54,04,79.65376954186033,12484,89,541,192,96,700,829,14931,0.05552206818029603,High AI adoption
2018,654,59640,5127793,0,55,04,85.97909121395037,363,0,25,0,0,45,25,458,0.05458515283842795,High AI adoption
2018,6673,272992,9274765,0,56,04,33.97449375805884,4991,0,0,0,0,0,0,4991,0,High AI adoption
2018,1909,63417,2402993,0,61,04,37.89193749310122,1011,0,0,0,0,0,0,1011,0,High AI adoption
2018,14409,391286,18443665,0,62,04,47.136020711193346,9548,0,302,0,0,713,302,10865,0.027795674183156927,High AI adoption
2018,1687,37938,1466079,0,71,04,38.64407717855448,870,0,0,0,0,0,0,870,0,High AI adoption
2018,9002,311097,5884462,0,72,04,18.915200082289445,6655,0,0,0,0,345,0,7000,0,High AI adoption
2018,6291,58513,1973780,0,81,04,33.73233298583221,4997,0,0,0,0,135,0,5132,0,High AI adoption
2018,142,297,7435,0,99,04,25.033670033670035,0,0,0,0,0,0,0,0,NA,NA
2018,47250,1011278,42192293,0,00,05,41.72175504658462,37110,112,660,338,233,2994,1231,42678,0.028843900838839684,High AI adoption
2018,330,5875,375255,0,21,05,63.8731914893617,279,0,0,0,0,0,0,279,0,High AI adoption
2018,132,8055,777836,0,22,05,96.56561142147734,28,0,0,0,0,0,0,28,0,High AI adoption
2018,5162,43343,2179724,0,23,05,50.29010451514662,3857,0,0,0,0,0,0,3857,0,High AI adoption
2018,2598,43204,2335451,0,42,05,54.056360522173875,2313,0,39,20,0,154,59,2585,0.022823984526112187,High AI adoption
2018,585,22762,1559053,0,51,05,68.49367366663738,451,0,0,0,0,56,0,507,0,High AI adoption
2018,2440,32517,2188801,0,52,05,67.31251345450072,1725,0,26,16,0,169,42,1978,0.021233569261880688,High AI adoption
2018,2495,11592,420293,0,53,05,36.25716011042098,1612,0,0,0,0,0,0,1612,0,High AI adoption
2018,5559,35113,2011207,0,54,05,57.27813060689773,4193,0,170,29,0,506,199,5097,0.039042574063174414,High AI adoption
2018,300,40387,4281035,0,55,05,106.00032188575531,141,0,20,0,0,72,20,253,0.07905138339920949,High AI adoption
2018,2345,62589,1768632,0,56,05,28.25787278914825,1775,0,0,0,0,100,0,1875,0,High AI adoption
2018,608,17750,427910,0,61,05,24.107605633802816,306,0,0,0,0,0,0,306,0,High AI adoption
2018,6061,165060,7110149,0,62,05,43.07614806736944,4754,0,0,0,0,335,0,5089,0,High AI adoption
2018,4650,130538,2049097,0,72,05,15.697321852640611,3550,0,0,0,0,0,0,3550,0,High AI adoption
2018,2631,14069,505981,0,81,05,35.96424763664795,2252,0,0,0,0,0,0,2252,0,High AI adoption
2018,189,374,7077,0,99,05,18.922459893048128,133,0,0,0,0,0,0,133,0,High AI adoption
2018,738370,14991308,987704916,0,00,06,65.88517266138486,535559,4268,10405,7378,3383,36518,21166,618677,0.034211713058671975,High AI adoption
2018,2876,325444,3928826,0,11,06,12.072202898194467,2285,0,0,0,0,0,0,2285,0,High AI adoption
2018,453,14869,1492694,0,21,06,100.38966978276952,288,0,0,0,0,0,0,288,0,High AI adoption
2018,564,63979,8015622,0,22,06,125.28520295722033,214,0,0,0,0,35,0,249,0,High AI adoption
2018,73268,752336,50699606,0,23,06,67.38957859254376,56254,0,568,613,0,2747,1181,61363,0.019246125515375714,High AI adoption
2018,50499,847570,74601668,0,42,06,88.01829701381597,37001,257,709,362,144,3258,1215,42946,0.028291342616308852,High AI adoption
2018,18235,694203,121337212,0,51,06,174.78635499990637,11480,508,338,208,251,862,797,14444,0.05517862088064248,High AI adoption
2018,28539,631985,73650172,0,52,06,116.53784820842267,20113,95,520,297,189,1573,1006,23793,0.04228134325221704,High AI adoption
2018,45788,318878,19982665,0,53,06,62.66554920690672,32571,205,705,444,0,1721,1149,36795,0.03122706889523033,High AI adoption
2018,118332,1231167,133382795,0,54,06,108.33850728617645,80822,1760,2983,2085,1313,4816,6381,100160,0.06370806709265175,High AI adoption
2018,2938,371922,55733114,0,55,06,149.8516194255785,1488,17,94,35,0,306,129,2069,0.06234896085065249,High AI adoption
2018,38612,1608296,79095640,0,56,06,49.17977785183822,28022,276,619,345,0,1474,964,31700,0.030410094637223974,High AI adoption
2018,12473,427031,18218077,0,61,06,42.66218845938585,7001,0,0,0,0,98,0,7099,0,High AI adoption
2018,91107,1895597,110905917,0,62,06,58.507117810378475,65550,0,1382,1161,0,4869,2543,75505,0.03367988874908946,High AI adoption
2018,26776,349304,17107514,0,71,06,48.97600371023521,19249,0,0,0,0,1470,0,20719,0,High AI adoption
2018,66529,1797322,41514849,0,72,06,23.098169943949944,49855,0,588,635,0,4670,1223,56971,0.021467062189535025,High AI adoption
2018,44345,338435,11284467,0,81,06,33.343085082807626,32624,0,460,0,0,2783,460,36327,0.012662757728411375,High AI adoption
2018,1357,9180,114651,0,99,06,12.489215686274509,664,0,0,0,0,0,0,664,0,High AI adoption
2018,137165,2434968,134369487,0,00,08,55.183266063455456,108747,704,2435,1701,582,5557,4718,124444,0.037912635402269294,High AI adoption
2018,991,23288,2494045,0,21,08,107.09571453108897,637,0,0,0,0,30,0,667,0,High AI adoption
2018,263,9926,951625,0,22,08,95.87195244811606,79,0,0,0,0,0,0,79,0,High AI adoption
2018,19215,203740,12850403,0,23,08,63.0725581623638,15988,0,0,0,0,485,0,16473,0,High AI adoption
2018,6006,94168,7509515,0,42,08,79.7459328009515,5237,18,54,70,0,132,124,5635,0.022005323868677908,High AI adoption
2018,2230,88939,8194524,0,51,08,92.13645307457921,1457,67,59,43,58,106,160,1950,0.08205128205128205,High AI adoption
2018,6052,124726,12277421,0,52,08,98.43513782210606,4464,22,124,21,0,368,145,5144,0.028188180404354588,High AI adoption
2018,11275,44476,2628620,0,53,08,59.101987588811944,8996,0,476,232,0,410,708,10822,0.06542228793199038,High AI adoption
2018,25423,247637,19891233,0,54,08,80.3241559217726,20227,389,724,539,152,717,1415,24163,0.058560609195877994,High AI adoption
2018,675,63416,6380847,0,55,08,100.61888167024095,443,0,31,0,0,92,31,597,0.051926298157453935,High AI adoption
2018,7572,253086,12542417,0,56,08,49.557924974119466,5801,0,0,0,0,228,0,6029,0,High AI adoption
2018,2427,48686,1628988,0,61,08,33.45906420736968,1227,0,0,0,0,0,0,1227,0,High AI adoption
2018,13239,277012,14157164,0,62,08,51.106681299005096,10267,0,0,0,0,462,0,10729,0,High AI adoption
2018,10406,336561,7490572,0,72,08,22.256209127023038,7805,0,0,0,0,1235,0,9040,0,High AI adoption
2018,8029,45725,1706571,0,81,08,37.3224931656643,6286,0,0,0,0,580,0,6866,0,High AI adoption
2018,312,688,18829,0,99,08,27.367732558139537,212,0,0,0,0,0,0,212,0,High AI adoption
2018,66783,1476827,98448097,0,00,09,66.66190217269863,50013,226,873,389,224,3691,1486,56902,0.026115075041299077,High AI adoption
2018,39,763,46507,0,21,09,60.952817824377455,0,0,0,0,0,0,0,0,NA,NA
2018,7899,62196,4711555,0,23,09,75.75334426651231,5773,0,0,0,0,0,0,5773,0,High AI adoption
2018,3211,68266,5610613,0,42,09,82.18751647965313,2693,0,36,76,0,114,112,3031,0.03695150115473441,High AI adoption
2018,1053,44176,4116316,0,51,09,93.17991669684896,727,0,0,0,0,72,0,799,0,High AI adoption
2018,3715,116044,20954725,0,52,09,180.57568680845196,2194,0,103,17,0,381,120,2815,0.04262877442273535,High AI adoption
2018,2451,20842,1219315,0,53,09,58.50278284233759,1546,0,0,0,0,0,0,1546,0,High AI adoption
2018,8387,99864,9613721,0,54,09,96.26813466314188,6516,0,258,96,0,315,354,7539,0.0469558296856347,High AI adoption
2018,341,30139,4309495,0,55,09,142.9873253923488,177,0,16,0,0,36,16,245,0.0653061224489796,High AI adoption
2018,5018,110417,5450470,0,56,09,49.362598150647095,3627,0,0,0,0,199,0,3826,0,High AI adoption
2018,1425,78117,3637554,0,61,09,46.56545950305311,967,0,0,0,0,0,0,967,0,High AI adoption
2018,7146,268552,13111268,0,62,09,48.82208287408025,5465,0,0,0,0,493,0,5958,0,High AI adoption
2018,1683,30683,841102,0,71,09,27.41263892057491,941,0,0,0,0,0,0,941,0,High AI adoption
2018,6970,130915,2717927,0,72,09,20.761005232402702,5372,0,0,0,0,361,0,5733,0,High AI adoption
2018,5549,29861,930034,0,81,09,31.145440541174107,4732,0,0,0,0,321,0,5053,0,High AI adoption
2018,85,288,6232,0,99,09,21.63888888888889,0,0,0,0,0,0,0,0,NA,NA
2018,19663,406179,23826058,0,00,10,58.65900994389173,12857,152,652,254,141,1049,1047,16152,0.06482169390787519,High AI adoption
2018,13,164,14433,0,21,10,88.0060975609756,0,0,0,0,0,0,0,0,NA,NA
2018,24,3332,375501,0,22,10,112.6953781512605,0,0,0,0,0,0,0,0,NA,NA
2018,2260,19832,1058249,0,23,10,53.36067970956031,1826,0,0,0,0,0,0,1826,0,High AI adoption
2018,1127,16452,1691395,0,42,10,102.80786530513008,742,0,17,0,0,45,17,821,0.020706455542021926,High AI adoption
2018,348,6696,471863,0,51,10,70.46938470728793,131,0,0,0,0,26,0,157,0,High AI adoption
2018,1344,43003,4438925,0,52,10,103.22361230611818,634,0,88,0,0,134,88,944,0.09322033898305085,High AI adoption
2018,3039,31639,3160137,0,54,10,99.88106450899207,1916,66,96,66,0,167,162,2473,0.06550748079255965,High AI adoption
2018,535,12471,1288071,0,55,10,103.28530190040895,278,0,16,0,0,89,16,399,0.040100250626566414,High AI adoption
2018,979,23407,1016062,0,56,10,43.40846755244158,580,0,0,0,0,0,0,580,0,High AI adoption
2018,215,6027,247303,0,61,10,41.03252032520325,0,0,0,0,0,0,0,0,NA,NA
2018,1867,77114,4109603,0,62,10,53.29256684908058,1178,0,0,0,0,0,0,1178,0,High AI adoption
2018,355,7132,180062,0,71,10,25.247055524397084,0,0,0,0,0,0,0,0,NA,NA
2018,1791,34662,736422,0,72,10,21.245802319543014,1234,0,0,0,0,0,0,1234,0,High AI adoption
2018,1269,9838,320417,0,81,10,32.56932303313682,873,0,0,0,0,0,0,873,0,High AI adoption
2018,41,42,2271,0,99,10,54.07142857142857,0,0,0,0,0,0,0,0,NA,NA
2018,15418,455652,37728542,0,00,11,82.8012211073363,7671,109,480,256,66,918,802,10302,0.07784896136672491,High AI adoption
2018,35,2857,423856,0,22,11,148.35701785089253,14,0,0,0,0,0,0,14,0,High AI adoption
2018,636,13485,1055602,0,23,11,78.27971820541342,411,0,0,0,0,0,0,411,0,High AI adoption
2018,256,3526,317061,0,42,11,89.92087351106069,138,0,0,0,0,24,0,162,0,High AI adoption
2018,511,22593,2693796,0,51,11,119.23144336741468,205,0,0,0,0,42,0,247,0,High AI adoption
2018,543,21798,3452401,0,52,11,158.38154876594183,209,0,0,0,0,80,0,289,0,High AI adoption
2018,867,11710,1251362,0,53,11,106.86268146883006,373,0,0,0,0,0,0,373,0,High AI adoption
2018,5105,109710,14864041,0,54,11,135.48483274086226,2914,72,224,211,0,213,435,4069,0.10690587367903662,High AI adoption
2018,123,8906,935947,0,55,11,105.09173590837638,28,0,19,0,0,26,19,92,0.20652173913043478,High AI adoption
2018,783,31602,1379806,0,56,11,43.661983418770966,391,0,0,0,0,0,0,391,0,High AI adoption
2018,520,53040,3034384,0,61,11,57.209351432880844,0,0,0,0,0,0,0,0,NA,NA
2018,1517,63446,4095782,0,62,11,64.55540144374744,575,0,0,0,0,0,0,575,0,High AI adoption
2018,357,8795,725495,0,71,11,82.48948266060262,193,0,0,0,0,0,0,193,0,High AI adoption
2018,2177,71146,2238391,0,72,11,31.46193742445113,1232,0,0,0,0,0,0,1232,0,High AI adoption
2018,719,6869,243817,0,81,11,35.49526859804921,341,0,0,0,0,0,0,341,0,High AI adoption
2018,26,24,1106,0,99,11,46.083333333333336,0,0,0,0,0,0,0,0,NA,NA
2018,447363,8441008,388187677,0,00,12,45.988308149927114,321459,1788,5691,4450,2032,17563,12173,365156,0.03333643702965308,High AI adoption
2018,1189,18207,452664,0,11,12,24.86208601087494,890,0,0,0,0,0,0,890,0,High AI adoption
2018,172,3359,251958,0,21,12,75.00982435248586,107,0,0,0,0,0,0,107,0,High AI adoption
2018,318,33181,3104926,0,22,12,93.57541966788222,0,0,0,0,0,0,0,0,NA,NA
2018,53962,419198,20098539,0,23,12,47.945216818782534,38178,0,225,0,0,1786,225,40414,0.005567377641411392,High AI adoption
2018,26704,337443,21546637,0,42,12,63.85267141413513,20935,46,328,117,0,1054,445,22925,0.01941112322791712,High AI adoption
2018,5596,180136,13991337,0,51,12,77.67096527068438,3767,169,103,97,77,251,277,4741,0.058426492301202275,High AI adoption
2018,18679,371452,30075861,0,52,12,80.96836468776584,12841,102,374,321,0,809,695,15142,0.04589882446176199,High AI adoption
2018,32360,164481,7548414,0,53,12,45.89231582979189,21787,136,481,402,0,1804,883,25493,0.03463695916526105,High AI adoption
2018,75642,544115,39052120,0,54,12,71.77181294395486,53419,969,1822,1077,578,2333,3477,63675,0.05460541813898705,High AI adoption
2018,1979,165954,14197236,0,55,12,85.54922448389313,1128,24,41,0,0,101,41,1335,0.030711610486891385,High AI adoption
2018,33841,1908060,82729694,0,56,12,43.35801494711907,26387,0,396,244,0,1164,640,28831,0.02219832818840831,High AI adoption
2018,6624,175271,6723591,0,61,12,38.361115073229456,4224,0,0,0,0,160,0,4384,0,High AI adoption
2018,48370,1094650,53852783,0,62,12,49.196348604576805,35337,0,454,556,425,1981,1435,40188,0.03570717627152384,High AI adoption
2018,8305,216623,6698580,0,71,12,30.922755201432903,5487,0,0,0,0,0,0,5487,0,High AI adoption
2018,32180,984265,19973607,0,72,12,20.292916033791712,23178,0,219,0,0,1369,219,24985,0.008765259155493296,High AI adoption
2018,30140,161550,5142993,0,81,12,31.835301764159702,22588,0,0,0,0,1201,0,23789,0,High AI adoption
2018,498,1037,22877,0,99,12,22.06075216972035,115,0,0,0,0,0,0,115,0,High AI adoption
2018,174985,3805183,196353564,0,00,13,51.60160864799406,125351,810,2672,1535,673,9563,4880,145484,0.033543207500481155,High AI adoption
2018,81,4350,310713,0,21,13,71.42827586206897,56,0,0,0,0,0,0,56,0,High AI adoption
2018,133,23751,2255565,0,22,13,94.96715927750411,63,0,0,0,0,0,0,63,0,High AI adoption
2018,18979,203604,11516046,0,23,13,56.561000766193196,14722,0,94,0,0,883,94,15793,0.005952004052428291,High AI adoption
2018,10945,208161,14299201,0,42,13,68.69298763937529,8453,70,141,86,0,635,227,9612,0.02361631294215564,High AI adoption
2018,2750,139567,13018979,0,51,13,93.28121260756483,1643,31,134,50,33,202,217,2310,0.09393939393939393,High AI adoption
2018,8088,185826,16358598,0,52,13,88.03180394562655,5714,94,225,199,0,428,424,7084,0.059853190287972896,High AI adoption
2018,9535,66286,4497898,0,53,13,67.85592734514076,6488,0,0,0,0,223,0,6711,0,High AI adoption
2018,27963,289696,23307820,0,54,13,80.45613332596929,19420,261,615,358,0,1573,973,23200,0.04193965517241379,High AI adoption
2018,790,134913,15460949,0,55,13,114.59940109552082,445,0,41,16,0,91,57,650,0.0876923076923077,High AI adoption
2018,10250,359381,12927807,0,56,13,35.97242759077414,7893,0,220,59,0,365,279,8816,0.0316470054446461,High AI adoption
2018,3051,88170,3767084,0,61,13,42.72523534081887,1806,0,0,0,0,0,0,1806,0,High AI adoption
2018,18515,447767,21912306,0,62,13,48.936848852193215,12847,0,256,0,0,1331,256,14690,0.017426820966643976,High AI adoption
2018,3459,60846,1867670,0,71,13,30.695033362916213,2119,0,0,0,0,0,0,2119,0,High AI adoption
2018,15238,432788,7458804,0,72,13,17.23431333585959,11101,0,0,0,0,1300,0,12401,0,High AI adoption
2018,11238,81039,2645547,0,81,13,32.645355939732724,8729,0,0,0,0,496,0,9225,0,High AI adoption
2018,455,1073,73838,0,99,13,68.81453867660764,180,0,0,0,0,0,0,180,0,High AI adoption
2018,23687,505452,23429423,0,00,15,46.35340843443097,16849,72,535,185,0,1444,720,19805,0.036354455945468316,High AI adoption
2018,45,3438,378827,0,22,15,110.18819080860966,0,0,0,0,0,0,0,0,NA,NA
2018,3148,34336,2712523,0,23,15,78.99938839701771,2204,0,0,0,0,277,0,2481,0,High AI adoption
2018,1369,15827,899129,0,42,15,56.809818664307826,1262,0,14,0,0,124,14,1414,0.009900990099009901,High AI adoption
2018,316,8245,511953,0,51,15,62.092540933899336,177,0,0,0,0,24,0,201,0,High AI adoption
2018,750,22223,1554804,0,52,15,69.96373126940557,542,0,0,0,0,0,0,542,0,High AI adoption
2018,1637,11214,706891,0,53,15,63.03647226680935,1226,0,0,0,0,0,0,1226,0,High AI adoption
2018,2839,24169,1599254,0,54,15,66.1696387934958,2098,0,125,62,0,77,187,2549,0.07336210278540604,High AI adoption
2018,240,7215,581868,0,55,15,80.64698544698545,151,0,0,0,0,0,0,151,0,High AI adoption
2018,1519,52195,1943700,0,56,15,37.23919915700738,759,0,0,0,0,98,0,857,0,High AI adoption
2018,445,18168,673402,0,61,15,37.065279612505506,0,0,0,0,0,0,0,0,NA,NA
2018,2878,62108,3521450,0,62,15,56.69881496747601,1930,0,0,0,0,0,0,1930,0,High AI adoption
2018,459,10890,305729,0,71,15,28.074288337924703,0,0,0,0,0,0,0,0,NA,NA
2018,2817,109303,3327970,0,72,15,30.447197240697875,2017,0,0,0,0,98,0,2115,0,High AI adoption
2018,1171,7898,267081,0,81,15,33.81628260319068,755,0,0,0,0,0,0,755,0,High AI adoption
2018,40,61,2223,0,99,15,36.442622950819676,0,0,0,0,0,0,0,0,NA,NA
2018,39080,598348,23195317,0,00,16,38.76559627507738,32450,143,462,283,87,2062,832,36319,0.02290811971695256,High AI adoption
2018,84,1588,135569,0,21,16,85.37090680100755,41,0,0,0,0,0,0,41,0,High AI adoption
2018,145,3780,345168,0,22,16,91.31428571428572,69,0,0,0,0,0,0,69,0,High AI adoption
2018,6398,35018,1673801,0,23,16,47.798303729510536,5701,0,0,0,0,0,0,5701,0,High AI adoption
2018,1470,37624,1972317,0,42,16,52.421778651924306,1270,0,42,0,0,108,42,1462,0.028727770177838577,High AI adoption
2018,532,12652,678403,0,51,16,53.62021814732849,430,0,0,0,0,42,0,472,0,High AI adoption
2018,1421,19288,1170959,0,52,16,60.709197428452924,921,0,52,0,0,79,52,1104,0.04710144927536232,High AI adoption
2018,2391,7287,352772,0,53,16,48.41114313160423,2121,0,0,0,0,0,0,2121,0,High AI adoption
2018,4518,36303,2024826,0,54,16,55.77572101479217,3590,0,117,28,0,261,145,4141,0.035015696691620385,High AI adoption
2018,178,8618,743096,0,55,16,86.2260385240195,0,0,0,0,0,20,0,20,0,High AI adoption
2018,2561,37469,1348058,0,56,16,35.977955109557236,1997,0,0,0,0,165,0,2162,0,High AI adoption
2018,429,15251,313941,0,61,16,20.584945249491838,0,0,0,0,0,0,0,0,NA,NA
2018,4509,87768,3952121,0,62,16,45.029179199708324,3762,0,0,0,0,0,0,3762,0,High AI adoption
2018,2937,63121,1051205,0,72,16,16.65380776603666,2697,0,0,0,0,111,0,2808,0,High AI adoption
2018,2181,9144,344524,0,81,16,37.677602799650046,2082,0,0,0,0,0,0,2082,0,High AI adoption
2018,223,391,7854,0,99,16,20.08695652173913,169,0,0,0,0,0,0,169,0,High AI adoption
2018,245445,5474518,321222632,0,00,17,58.675965993718535,186978,1109,3244,2162,897,13471,6303,214164,0.029430716647055526,High AI adoption
2018,465,2643,83005,0,11,17,31.405599697313658,0,0,0,0,0,0,0,0,NA,NA
2018,444,7204,554931,0,21,17,77.03095502498611,390,0,0,0,0,0,0,390,0,High AI adoption
2018,182,29438,3330199,0,22,17,113.12585773490046,59,0,0,0,0,0,0,59,0,High AI adoption
2018,28879,208591,15984099,0,23,17,76.62890057576789,24188,0,0,0,0,1286,0,25474,0,High AI adoption
2018,14259,302130,24446735,0,42,17,80.91462284447093,11016,27,68,117,0,1055,185,12468,0.014837985242220084,High AI adoption
2018,3391,123891,10870270,0,51,17,87.74059455489099,2097,35,136,57,54,249,247,2875,0.08591304347826087,High AI adoption
2018,11884,380787,46933282,0,52,17,123.25337262038883,8952,108,246,158,0,756,404,10624,0.03802710843373494,High AI adoption
2018,36345,392322,38058399,0,54,17,97.00806735283771,27071,339,829,507,180,1534,1516,31976,0.04741055791843883,High AI adoption
2018,1441,229862,24593572,0,55,17,106.99276957478835,849,0,40,22,0,171,62,1144,0.05419580419580419,High AI adoption
2018,15591,549908,19747389,0,56,17,35.91035045862217,11514,67,19,101,0,770,120,12591,0.009530617107457708,High AI adoption
2018,4252,172506,7447266,0,61,17,43.171054919828876,2041,0,0,0,0,0,0,2041,0,High AI adoption
2018,25705,799383,38151864,0,62,17,47.72663917046022,19463,0,347,0,0,949,347,21106,0.016440822514924666,High AI adoption
2018,5105,88408,2884954,0,71,17,32.632273097457244,3400,0,0,0,0,104,0,3504,0,High AI adoption
2018,21628,546493,11323294,0,72,17,20.719925049360192,16514,0,0,0,0,1616,0,18130,0,High AI adoption
2018,17612,110749,3834822,0,81,17,34.62624493223415,14527,0,0,0,0,890,0,15417,0,High AI adoption
2018,1463,8315,43511,0,99,17,5.232832230907998,1228,0,0,0,0,0,0,1228,0,High AI adoption
2018,102882,2747840,126645780,0,00,18,46.08921189006638,85833,267,1946,690,187,5191,2823,96937,0.029122007076761196,High AI adoption
2018,282,1402,52588,0,11,18,37.509272467902996,0,0,0,0,0,0,0,0,NA,NA
2018,136,5118,371048,0,21,18,72.49863227823369,85,0,0,0,0,0,0,85,0,High AI adoption
2018,196,15665,1505168,0,22,18,96.08477497606128,39,0,0,0,0,0,0,39,0,High AI adoption
2018,12189,105142,6163988,0,23,18,58.62536379372658,11169,0,0,0,0,465,0,11634,0,High AI adoption
2018,5747,110189,7083293,0,42,18,64.28312263474575,5129,18,166,29,0,463,195,6000,0.0325,High AI adoption
2018,1118,44279,2784131,0,51,18,62.87700715914993,872,0,36,0,0,77,36,1021,0.03525954946131244,High AI adoption
2018,5152,116118,8957748,0,52,18,77.14349196507001,0,13,35,66,0,384,101,599,0.1686143572621035,High AI adoption
2018,5374,29300,1293028,0,53,18,44.13064846416382,4401,0,0,0,0,305,0,4706,0,High AI adoption
2018,11642,135067,9610904,0,54,18,71.1565667409508,9255,112,521,156,0,325,677,11046,0.06128915444504798,High AI adoption
2018,438,57067,4982050,0,55,18,87.30176809714897,231,0,21,0,0,39,21,312,0.0673076923076923,High AI adoption
2018,6970,218389,6712267,0,56,18,30.735371287015372,5459,0,238,0,0,342,238,6277,0.03791620200732834,High AI adoption
