year,state,naics_sector,tech_type,use_level,used_tech,n_firms,n_emp,revenue,payroll
2018,33,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,33,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,33,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,33,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,33,Health Care,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,33,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,33,Health Care,cloud-based,Did not use,Did not use,1132,10501,0,440308
2018,33,Health Care,cloud-based,Low use,Used,236,9691,0,370469
2018,33,Health Care,cloud-based,Moderate use,Used,389,8761,0,456582
2018,33,Health Care,cloud-based,High use,Used,289,10232,0,366582
2018,33,Health Care,cloud-based,Don't know,Unknown,106,2554,0,151646
2018,33,Health Care,specialized software,Did not use,Did not use,769,13760,0,471038
2018,33,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,33,Health Care,specialized software,Low use,Used,0,0,0,0
2018,33,Health Care,specialized software,Moderate use,Used,472,6835,0,318624
2018,33,Health Care,specialized software,High use,Used,596,11143,0,664235
2018,33,Health Care,specialized software,Don't know,Unknown,96,2860,0,157491
2018,33,Health Care,robotics,Did not use,Did not use,2076,36630,0,1432491
2018,33,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,33,Health Care,robotics,Low use,Used,0,0,0,0
2018,33,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,33,Health Care,robotics,High use,Used,0,0,0,0
2018,33,Health Care,robotics,Don't know,Unknown,0,0,0,0
2018,33,Health Care,specialized equipment,Did not use,Did not use,1373,29282,0,1014313
2018,33,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,33,Health Care,specialized equipment,Low use,Used,0,0,0,0
2018,33,Health Care,specialized equipment,Moderate use,Used,0,0,0,0
2018,33,Health Care,specialized equipment,High use,Used,494,8139,0,487536
2018,33,Health Care,specialized equipment,Don't know,Unknown,0,0,0,0
2018,35,Health Care,artificial intelligence,Did not use,Did not use,2770,62794,0,2072615
2018,35,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,35,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,35,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,35,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,35,Health Care,artificial intelligence,Don't know,Unknown,58,5106,0,234001
2018,35,Health Care,cloud-based,Did not use,Did not use,1689,22644,0,898642
2018,35,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,35,Health Care,cloud-based,Low use,Used,179,8231,0,345166
2018,35,Health Care,cloud-based,Moderate use,Used,0,0,0,0
2018,35,Health Care,cloud-based,High use,Used,557,26169,0,666388
2018,35,Health Care,cloud-based,Don't know,Unknown,93,4318,0,162243
2018,35,Health Care,specialized software,Did not use,Did not use,1231,28235,0,891598
2018,35,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,35,Health Care,specialized software,Low use,Used,0,0,0,0
2018,35,Health Care,specialized software,Moderate use,Used,345,6988,0,297224
2018,35,Health Care,specialized software,High use,Used,976,22088,0,796894
2018,35,Health Care,specialized software,Don't know,Unknown,218,8421,0,238896
2018,35,Health Care,robotics,Did not use,Did not use,2764,63627,0,2105460
2018,35,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,35,Health Care,robotics,Low use,Used,0,0,0,0
2018,35,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,35,Health Care,robotics,High use,Used,0,0,0,0
2018,35,Health Care,robotics,Don't know,Unknown,93,3324,0,156735
2018,35,Health Care,specialized equipment,Low use,Used,0,0,0,0
2018,35,Health Care,specialized equipment,Did not use,Did not use,1775,40458,0,1218920
2018,35,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,35,Health Care,specialized equipment,Moderate use,Used,0,0,0,0
2018,35,Health Care,specialized equipment,High use,Used,401,9409,0,540817
2018,35,Health Care,specialized equipment,Don't know,Unknown,54,3900,0,147834
2018,34,Health Care,artificial intelligence,Did not use,Did not use,16288,219334,0,9325505
2018,34,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,34,Health Care,artificial intelligence,Low use,Used,370,5193,0,380476
2018,34,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,34,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,34,Health Care,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,34,Health Care,cloud-based,Low use,Used,1943,35160,0,1711131
2018,34,Health Care,cloud-based,Did not use,Did not use,10147,121885,0,5627949
2018,34,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,34,Health Care,cloud-based,Moderate use,Used,2220,45325,0,1502612
2018,34,Health Care,cloud-based,High use,Used,2743,41219,0,1721026
2018,34,Health Care,cloud-based,Don't know,Unknown,0,0,0,0
2018,34,Health Care,specialized software,Did not use,Did not use,7760,100934,0,4450870
2018,34,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,34,Health Care,specialized software,Low use,Used,1088,10610,0,480392
2018,34,Health Care,specialized software,Moderate use,Used,2698,29930,0,1341416
2018,34,Health Care,specialized software,High use,Used,5254,95812,0,4160248
2018,34,Health Care,specialized software,Don't know,Unknown,0,0,0,0
2018,34,Health Care,robotics,Did not use,Did not use,16764,236185,0,9920432
2018,34,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,34,Health Care,robotics,Low use,Used,212,6425,0,497278
2018,34,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,34,Health Care,robotics,High use,Used,0,0,0,0
2018,34,Health Care,robotics,Don't know,Unknown,0,0,0,0
2018,34,Health Care,specialized equipment,Did not use,Did not use,10821,172467,0,6637572
2018,34,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,34,Health Care,specialized equipment,Low use,Used,1547,23247,0,1180511
2018,34,Health Care,specialized equipment,Moderate use,Used,2379,21665,0,1192096
2018,34,Health Care,specialized equipment,High use,Used,2313,25528,0,1429665
2018,34,Health Care,specialized equipment,Don't know,Unknown,0,0,0,0
2018,36,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,36,Health Care,artificial intelligence,Did not use,Did not use,30406,486823,0,20061725
2018,36,Health Care,artificial intelligence,Low use,Used,277,2922,0,248885
2018,36,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,36,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,36,Health Care,artificial intelligence,Don't know,Unknown,2531,73474,0,3512006
2018,36,Health Care,cloud-based,Did not use,Did not use,19317,220962,0,9249614
2018,36,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,36,Health Care,cloud-based,Low use,Used,3259,67024,0,3038904
2018,36,Health Care,cloud-based,Moderate use,Used,4865,107408,0,5040134
2018,36,Health Care,cloud-based,High use,Used,3682,111690,0,4066154
2018,36,Health Care,cloud-based,Don't know,Unknown,2432,78879,0,3804806
2018,36,Health Care,specialized software,Did not use,Did not use,15323,190640,0,7033980
2018,36,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,36,Health Care,specialized software,Low use,Used,2450,52943,0,2477487
2018,36,Health Care,specialized software,Moderate use,Used,5529,105666,0,4957474
2018,36,Health Care,specialized software,High use,Used,7749,167384,0,7338919
2018,36,Health Care,specialized software,Don't know,Unknown,2506,69649,0,3370659
2018,36,Health Care,robotics,Did not use,Did not use,31683,508709,0,20830702
2018,36,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,36,Health Care,robotics,Low use,Used,276,7249,0,493486
2018,36,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,36,Health Care,robotics,High use,Used,0,0,0,0
2018,36,Health Care,robotics,Don't know,Unknown,1491,59566,0,3197463
2018,36,Health Care,specialized equipment,Did not use,Did not use,20241,382728,0,13660885
2018,36,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,36,Health Care,specialized equipment,Low use,Used,2477,17146,0,664705
2018,36,Health Care,specialized equipment,Moderate use,Used,4275,67981,0,4157286
2018,36,Health Care,specialized equipment,High use,Used,4125,45511,0,3020733
2018,36,Health Care,specialized equipment,Don't know,Unknown,2486,74655,0,3674397
2018,37,Health Care,artificial intelligence,Did not use,Did not use,13956,254829,0,10107068
2018,37,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,37,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,37,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,37,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,37,Health Care,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,37,Health Care,cloud-based,Did not use,Did not use,7851,97570,0,4397401
2018,37,Health Care,cloud-based,High use,Used,2613,87452,0,3786160
2018,37,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,37,Health Care,cloud-based,Low use,Used,1568,28586,0,902508
2018,37,Health Care,cloud-based,Moderate use,Used,2377,54384,0,2333009
2018,37,Health Care,cloud-based,Don't know,Unknown,632,21524,0,675391
2018,37,Health Care,specialized software,Did not use,Did not use,6322,83096,0,3340440
2018,37,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,37,Health Care,specialized software,Low use,Used,1115,20633,0,473963
2018,37,Health Care,specialized software,Moderate use,Used,2836,56944,0,2766490
2018,37,Health Care,specialized software,High use,Used,4276,109890,0,5034223
2018,37,Health Care,specialized software,Don't know,Unknown,451,20519,0,530895
2018,37,Health Care,robotics,Did not use,Did not use,14307,259657,0,10675392
2018,37,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,37,Health Care,robotics,Low use,Used,0,0,0,0
2018,37,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,37,Health Care,robotics,High use,Used,0,0,0,0
2018,37,Health Care,robotics,Don't know,Unknown,466,19712,0,788767
2018,37,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,37,Health Care,specialized equipment,Did not use,Did not use,9614,200250,0,6934361
2018,37,Health Care,specialized equipment,Low use,Used,1149,14608,0,677533
2018,37,Health Care,specialized equipment,Moderate use,Used,1732,24728,0,1417468
2018,37,Health Care,specialized equipment,High use,Used,2041,38481,0,2659575
2018,37,Health Care,specialized equipment,Don't know,Unknown,548,12879,0,453748
2018,38,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,38,Health Care,artificial intelligence,Did not use,Did not use,0,0,0,0
2018,38,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,38,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,38,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,38,Health Care,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,38,Health Care,cloud-based,Did not use,Did not use,0,0,0,0
2018,38,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,38,Health Care,cloud-based,Low use,Used,0,0,0,0
2018,38,Health Care,cloud-based,Moderate use,Used,0,0,0,0
2018,38,Health Care,cloud-based,High use,Used,348,7336,0,235596
2018,38,Health Care,cloud-based,Don't know,Unknown,0,0,0,0
2018,38,Health Care,specialized software,Did not use,Did not use,440,3527,0,145278
2018,38,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,38,Health Care,specialized software,Low use,Used,0,0,0,0
2018,38,Health Care,specialized software,Moderate use,Used,0,0,0,0
2018,38,Health Care,specialized software,High use,Used,484,8682,0,314106
2018,38,Health Care,specialized software,Don't know,Unknown,0,0,0,0
2018,38,Health Care,robotics,Did not use,Did not use,0,0,0,0
2018,38,Health Care,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,38,Health Care,robotics,Low use,Used,0,0,0,0
2018,38,Health Care,robotics,Moderate use,Used,0,0,0,0
2018,38,Health Care,robotics,High use,Used,0,0,0,0
2018,38,Health Care,robotics,Don't know,Unknown,0,0,0,0
2018,38,Health Care,specialized equipment,Did not use,Did not use,0,0,0,0
2018,38,Health Care,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,38,Health Care,specialized equipment,Low use,Used,0,0,0,0
2018,38,Health Care,specialized equipment,Moderate use,Used,0,0,0,0
2018,38,Health Care,specialized equipment,High use,Used,183,2033,0,92735
2018,38,Health Care,specialized equipment,Don't know,Unknown,0,0,0,0
2018,39,Health Care,artificial intelligence,Low use,Used,0,0,0,0
2018,39,Health Care,artificial intelligence,Did not use,Did not use,13880,240138,0,8560466
2018,39,Health Care,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,39,Health Care,artificial intelligence,Moderate use,Used,0,0,0,0
2018,39,Health Care,artificial intelligence,High use,Used,0,0,0,0
2018,39,Health Care,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,39,Health Care,cloud-based,Did not use,Did not use,7787,82896,0,3351966
2018,39,Health Care,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,39,Health Care,cloud-based,Low use,Used,1989,46194,0,1765651
2018,39,Health Care,cloud-based,Moderate use,Used,2427,57839,0,2181431
2018,39,Health Care,cloud-based,High use,Used,2277,70252,0,2407083
2018,39,Health Care,cloud-based,Don't know,Unknown,0,0,0,0
2018,39,Health Care,specialized software,Did not use,Did not use,6081,79243,0,3060990
2018,39,Health Care,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,39,Health Care,specialized software,Low use,Used,948,24110,0,525757
