year,state,naics_sector,naics_label,n_emp,n_firms,payroll,revenue,avg_wage,revenue_per_firm
2017,39,22,Utilities,24018,160,2471143,20808634,102887.12632192523,130053.9625
2017,39,23,Construction,217424,19847,12117627,59558995,55732.702001618956,3000.90668614904
2017,39,31-33,Manufacturing,660878,12471,36234893,304806100,54828.41462418177,24441.191564429475
2017,39,42,Wholesale Trade,244550,10656,14842727,278803787,60694.03802903292,26164.0190503003
2017,39,44-45,Retail Trade,586948,19904,14970085,174830807,25504.95955348685,8783.70212017685
2017,39,48-49,Transportation,189137,6117,9207291,29785946,48680.538445676946,4869.3715873794345
2017,39,51,Information,107400,1933,7341616,33272018,68357.69087523277,17212.632177961717
2017,39,52,Finance and Insurance,252237,8050,19293381,139747362,76489.09953733988,17359.920745341617
2017,39,53,Real Estate,62165,7470,2931852,19929836,47162.4225850559,2667.9834002677376
2017,39,54,Professional Services,253326,21464,17226789,43544003,68002.45138675068,2028.6993570629893
2017,39,55,Management,155039,1394,14489524,6856019,93457.28494120835,4918.2345767575325
2017,39,56,Administrative Services,398120,11259,13009108,26409925,32676.348839545866,2345.6723510080824
2017,39,61,Educational Services,114771,2731,3398762,6666701,29613.42150891776,2441.120834859026
2017,39,62,Health Care,820937,19252,36798673,88981331,44825.20948623341,4621.926605028049
2017,39,71,Arts and Recreation,76778,3654,2954501,8562887,38481.088332595275,2343.428297755884
2017,39,72,Food Services,476752,17001,7124983,24728530,14944.84134308823,1454.533850949944
2017,39,81,Other Services,96931,12070,2998615,9611222,30935.56241037439,796.2901408450704
2017,40,11,Agriculture,992,233,34844,415696,35125,1784.1030042918455
2017,40,21,Mining,45619,2450,3663646,30843084,80309.65168022097,12589.01387755102
2017,40,22,Utilities,12746,133,1179473,10260412,92536.71740153774,77145.95488721805
2017,40,23,Construction,80410,8371,3823458,18051974,47549.533640094516,2156.489547246446
2017,40,31-33,Manufacturing,122802,3051,6646885,60743966,54126.846468298565,19909.526712553263
2017,40,42,Wholesale Trade,59644,3592,3280177,63287090,54995.92582657099,17618.900334075723
2017,40,44-45,Retail Trade,180785,8089,4551520,51592957,25176.42503526288,6378.162566448263
2017,40,48-49,Transportation,55662,2335,2937140,11250190,52767.41762782509,4818.06852248394
2017,40,51,Information,29271,750,1537042,8988886,52510.744422807555,11985.181333333334
2017,40,52,Finance and Insurance,61913,4033,3824834,19483911,61777.55883255536,4831.121001735681
2017,40,53,Real Estate,24574,3625,1037480,5121903,42218.605029706196,1412.9387586206897
2017,40,54,Professional Services,74580,9077,4736327,12745677,63506.663984982566,1404.1728544673351
2017,40,55,Management,40266,516,3459055,1786257,85905.10604480207,3461.7383720930234
2017,40,56,Administrative Services,104032,4019,3929582,7911114,37772.81990156875,1968.4284647922368
2017,40,61,Educational Services,21787,698,595280,1323155,27322.715380731628,1895.637535816619
2017,40,62,Health Care,201795,8387,8577303,23766351,42505.032334795214,2833.713008227018
2017,40,71,Arts and Recreation,16888,1044,476891,1728598,28238.453339649455,1655.7452107279694
2017,40,72,Food Services,155160,5698,2273389,8516637,14651.901263212168,1494.671288171288
2017,40,81,Other Services,24862,4014,805189,3230446,32386.332555707504,804.7947184853015
2017,41,11,Agriculture,15304,1547,696560,1675192,45514.898065865134,1082.8648998060762
2017,41,21,Mining,1258,101,76045,387592,60449.12559618442,3837.5445544554455
2017,41,22,Utilities,7821,123,765655,6888092,97897.32770745429,56000.74796747968
2017,41,23,Construction,100028,12724,5447304,25552256,54457.791818290876,2008.1936497956617
2017,41,31-33,Manufacturing,173814,5216,10820089,66116215,62250.963673812235,12675.654716257668
2017,41,42,Wholesale Trade,81006,4517,5285041,79008951,65242.586968866504,17491.465795882224
2017,41,44-45,Retail Trade,213007,9493,6111649,60952698,28692.244855802863,6420.804592857895
2017,41,48-49,Transportation,57507,2725,2746071,8413047,47751.943241692315,3087.3566972477065
2017,41,51,Information,36702,1444,2692852,11953800,73370.71549234375,8278.254847645429
2017,41,52,Finance and Insurance,62681,3343,4701416,33727437,75005.44024505034,10088.973078073586
2017,41,53,Real Estate,28545,5340,1215741,5998379,42590.33105622701,1123.291947565543
2017,41,54,Professional Services,89442,12002,6651057,14131874,74361.67572281479,1177.459923346109
2017,41,55,Management,52453,534,5694326,1732946,108560.53991192115,3245.2172284644193
2017,41,56,Administrative Services,111798,5289,3689144,7904362,32998.300506270236,1494.4908300245793
2017,41,61,Educational Services,38521,1437,1084338,2580058,28149.269229770773,1795.447459986082
2017,41,62,Health Care,247377,10235,11924305,29582392,48202.96551417472,2890.316756228627
2017,41,71,Arts and Recreation,28485,1825,734707,2135869,25792.76812357381,1170.339178082192
2017,41,72,Food Services,188039,9199,3589761,12069688,19090.513138231963,1312.0652244809219
2017,41,81,Other Services,35803,4945,1194545,3899627,33364.382872943606,788.6
2017,42,11,Agriculture,2998,594,106774,560571,35615.07671781188,943.7222222222222
2017,42,21,Mining,24160,741,1764753,14674069,73044.41225165562,19803.062078272604
2017,42,22,Utilities,32243,206,3335909,26227464,103461.4955184071,127317.786407767
2017,42,23,Construction,252122,26556,14789720,68488292,58660.965722943656,2579.0138575086607
2017,42,31-33,Manufacturing,541728,12316,30476397,231793634,56257.7474304448,18820.528905488794
2017,42,42,Wholesale Trade,262797,11457,18598883,318538386,70772.81323607195,27802.94893951296
2017,42,44-45,Retail Trade,662418,25492,17535911,233374907,26472.576228302976,9154.829240546054
2017,42,48-49,Transportation,231067,7261,10149790,30951140,43925.74448103797,4262.655281641647
2017,42,51,Information,112101,2678,9895730,47664210,88275.12689449692,17798.435399551905
2017,42,52,Finance and Insurance,279829,9118,24826841,186270800,88721.47275657633,20428.90984865102
2017,42,53,Real Estate,64137,7720,3284445,17990632,51209.83207820759,2330.3927461139897
2017,42,54,Professional Services,338164,27041,26393310,62722501,78048.84612199997,2319.5333382641174
2017,42,55,Management,167973,1376,16359967,7991596,97396.40894667595,5807.845930232558
2017,42,56,Administrative Services,338588,13588,12102553,28789692,35744.18762625964,2118.7586105387104
2017,42,61,Educational Services,263899,3390,10914583,13372710,41358.94035218019,3944.7522123893805
2017,42,62,Health Care,1002045,23605,45584992,110513360,45491.96093987795,4681.777589493751
2017,42,71,Arts and Recreation,113452,4471,3385376,10594480,29839.720762965837,2369.599642138224
2017,42,72,Food Services,500861,22921,8416450,30110297,16803.963574724326,1313.6554687840844
2017,42,81,Other Services,125313,19054,3610899,11841879,28815.03914198846,621.4904481998531
2017,44,11,Agriculture,162,42,9730,35911,60061.72839506173,855.0238095238095
2017,44,21,Mining,154,14,8966,76715,58220.77922077922,5479.642857142857
2017,44,22,Utilities,1295,16,127997,1606074,98839.38223938223,100379.625
2017,44,23,Construction,20312,3161,1119437,5541590,55112.10122095313,1753.1129389433725
2017,44,31-33,Manufacturing,37048,1317,2231443,12090804,60231.132584754916,9180.56492027335
2017,44,42,Wholesale Trade,19874,1209,1264899,20139780,63645.91929153668,16658.213399503722
2017,44,44-45,Retail Trade,50034,2795,1532575,14611479,30630.671143622338,5227.720572450805
2017,44,48-49,Transportation,11066,678,459633,1314829,41535.604554491234,1939.2758112094396
2017,44,51,Information,8248,322,559192,2043363,67797.28419010669,6345.847826086957
2017,44,52,Finance and Insurance,26132,800,2314930,24852914,88586.02479718353,31066.1425
2017,44,53,Real Estate,5898,858,262521,1629918,44510.17293997965,1899.6713286713286
2017,44,54,Professional Services,22942,2926,1468544,3703061,64011.15857379479,1265.5710868079289
2017,44,55,Management,13933,146,1367891,321247,98176.34393167301,2200.321917808219
2017,44,56,Administrative Services,24206,1749,811308,2057077,33516.814013054616,1176.1446540880504
2017,44,61,Educational Services,31611,385,1201585,1450226,38011.60988263579,3766.820779220779
2017,44,62,Health Care,81985,2200,3747415,8803719,45708.54424589864,4001.6904545454545
2017,44,71,Arts and Recreation,9639,516,215347,721614,22341.21796866895,1398.4767441860465
2017,44,72,Food Services,50087,2735,1004279,3509021,20050.69179627448,1283.0058500914076
2017,44,81,Other Services,10564,1693,339187,1142036,32107.819007951533,674.563496751329
2017,45,11,Agriculture,5063,578,208381,1062026,41157.614062808614,1837.4152249134947
2017,45,21,Mining,2450,70,158177,680065,64562.04081632653,9715.214285714286
2017,45,22,Utilities,12547,91,1132288,8403055,90243.72359926676,92341.26373626373
2017,45,23,Construction,91636,9614,4475916,25363102,48844.51525601292,2638.142500520075
2017,45,31-33,Manufacturing,224401,3426,12636351,118608910,56311.47365653451,34620.23058960887
2017,45,42,Wholesale Trade,73131,3782,4186810,75267270,57250.82386402483,19901.446324695928
2017,45,44-45,Retail Trade,250080,10396,6062759,68442102,24243.278150991682,6583.503462870335
2017,45,48-49,Transportation,61911,2294,2509800,7640345,40538.83800940059,3330.577593722755
2017,45,51,Information,40129,778,2457734,12639752,61245.832191183435,16246.467866323908
2017,45,52,Finance and Insurance,74000,3321,4695637,24546515,63454.55405405405,7391.3023185787415
2017,45,53,Real Estate,29353,4634,1094862,6183580,37299.8330664668,1334.3936124298662
2017,45,54,Professional Services,98112,9863,6502397,17323798,66275.24665688194,1756.4430700598195
2017,45,55,Management,31389,487,2405969,1831405,76650.06849533276,3760.5852156057495
2017,45,56,Administrative Services,283567,5278,9162253,16829798,32310.716691293415,3188.669571807503
2017,45,61,Educational Services,31918,1086,815387,2099987,25546.306159533804,1933.6896869244936
2017,45,62,Health Care,207244,7566,9011318,23709850,43481.68342629944,3133.7364525508856
2017,45,71,Arts and Recreation,26787,1467,531129,1805023,19827.8642625154,1230.4178595773687
2017,45,72,Food Services,219282,7861,3645735,13244607,16625.78323802227,1684.8501462918205
2017,45,81,Other Services,40166,5189,1217928,3824623,30322.362196882936,737.0635960686067
2017,46,11,Agriculture,973,285,30291,186390,31131.551901336075,654
2017,46,21,Mining,1001,67,63248,395670,63184.81518481518,5905.522388059701
2017,46,22,Utilities,1994,68,166833,1751656,83667.50250752257,25759.647058823528
2017,46,23,Construction,21976,3454,1011124,5023259,46010.37495449581,1454.330920671685
2017,46,31-33,Manufacturing,45673,956,2189378,17022625,47935.935892102556,17806.093096234308
2017,46,42,Wholesale Trade,23743,1220,1214187,24503360,51138.735627342794,20084.72131147541
2017,46,44-45,Retail Trade,50614,2870,1313375,13835674,25948.848144782078,4820.792334494774
2017,46,48-49,Transportation,12691,1250,556823,2396200,43875.42352848475,1916.96
2017,46,51,Information,9141,304,461538,2547738,50490.974729241876,8380.717105263158
2017,46,52,Finance and Insurance,24519,1287,1413482,9079569,57648.43590684775,7054.832167832168
2017,46,53,Real Estate,4016,1013,142354,771932,35446.71314741036,762.025666337611
2017,46,54,Professional Services,14370,1961,674676,2013041,46950.313152400835,1026.5379908210098
2017,46,55,Management,7554,141,490976,483037,64995.49907333863,3425.794326241135
2017,46,56,Administrative Services,11117,1138,338579,2053614,30455.968336781505,1804.5817223198594
2017,46,61,Educational Services,7117,230,183357,307740,25763.242939440777,1338
2017,46,62,Health Care,64548,1808,2758250,6749768,42731.765507839125,3733.278761061947
2017,46,71,Arts and Recreation,6226,599,123527,531510,19840.507548988113,887.3288814691152
2017,46,72,Food Services,38755,2102,613787,2175532,15837.620952135208,1034.9819219790675
2017,46,81,Other Services,6733,1426,189030,660181,28075.15223525917,462.9600280504909
2017,47,11,Agriculture,2530,312,111978,233523,44260.0790513834,748.4711538461538
2017,47,21,Mining,2674,100,155567,1326377,58177.63649962603,13263.77
2017,47,22,Utilities,3227,56,236664,2982611,73338.70467926867,53260.91071428572
2017,47,23,Construction,116443,9971,5988757,30663093,51430.803053854674,3075.2274596329357
2017,47,31-33,Manufacturing,331003,5314,17659539,160763107,53351.598021770194,30252.74877681596
2017,47,42,Wholesale Trade,122150,5146,7303748,166063490,59793.27056897258,32270.402254178003
2017,47,44-45,Retail Trade,323629,13562,8626741,100806075,26656.266898207516,7432.980017696505
2017,47,48-49,Transportation,151080,3112,6667555,22382063,44132.611861265555,7192.1796272493575
2017,47,51,Information,50197,1488,3389153,19279551,67517.0428511664,12956.6875
2017,47,52,Finance and Insurance,129679,4485,9258542,61657268,71395.84666754062,13747.439910813824
2017,47,53,Real Estate,39567,4127,1882723,11520067,47583.162736623955,2791.3901138841775
2017,47,54,Professional Services,120724,10357,7930608,19584550,65692.0579172327,1890.9481510089795
2017,47,55,Management,101804,820,9932239,4113307,97562.36493654473,5016.228048780487
2017,47,56,Administrative Services,260180,5781,7753786,16055349,29801.621954031823,2777.2615464452515
2017,47,61,Educational Services,56027,1301,1822445,4597480,32527.977582237134,3533.8047655649502
2017,47,62,Health Care,376720,10340,18317624,45987254,48623.97536631981,4447.510058027079
2017,47,71,Arts and Recreation,37058,2515,1732828,5185455,46759.88990231529,2061.811133200795
2017,47,72,Food Services,287061,8902,4800008,16764551,16721.21256457687,1883.234217029881
2017,47,81,Other Services,63554,5830,1920336,5333439,30215.816471032507,914.8265866209263
2017,48,11,Agriculture,12328,1745,378562,3759882,30707.4951330305,2154.6601719197706
2017,48,21,Mining,243359,6350,21198999,157977772,87109.98565904693,24878.389291338583
2017,48,22,Utilities,55571,1004,5500378,63981090,98979.28775800328,63726.18525896414
2017,48,23,Construction,751323,43917,43015571,218895486,57253.10019791754,4984.299610629141
2017,48,31-33,Manufacturing,777550,17775,48877682,583659349,62861.143334833774,32835.96900140647
2017,48,42,Wholesale Trade,534901,25487,35590960,1203420967,66537.471419945,47217.05053556715
2017,48,44-45,Retail Trade,1307785,45748,36879596,420521701,28200.04511444924,9192.133011279182
2017,48,48-49,Transportation,492604,15346,27148095,103746995,55111.39779620141,6760.523589208914
2017,48,51,Information,263123,5137,22080954,95037790,83918.75282662481,18500.640451625462
2017,48,52,Finance and Insurance,577924,20629,44984892,303248220,77838.76772724441,14700.093072858597
2017,48,53,Real Estate,196844,22777,10289414,55243416,52271.92091199122,2425.4035210958423
2017,48,54,Professional Services,925102,63887,77262546,158730612,83517.86721896613,2484.5526006855853
2017,48,55,Management,351025,2991,38627278,15747807,110041.38736557226,5265.064192577734
2017,48,56,Administrative Services,1007957,24182,39169600,79378094,38860.38789353117,3282.52807873625
2017,48,61,Educational Services,199559,6452,7746693,14933688,38819.0610295702,2314.582765034098
2017,48,62,Health Care,1434776,53753,61250797,162819795,42690.14605764245,3029.0364258739046
2017,48,71,Arts and Recreation,156167,6671,4546286,14772431,29111.69453213547,2214.425273572178
2017,48,72,Food Services,1253547,38397,21673320,75788649,17289.595045100024,1973.8169388233455
2017,48,81,Other Services,238981,26498,8576345,29094211,35887.14165561279,1097.9776209525248
2017,49,11,Agriculture,577,132,28568,109538,49511.26516464471,829.8333333333334
2017,49,21,Mining,8063,383,571370,5795868,70863.20228202901,15132.814621409922
2017,49,22,Utilities,3489,117,320602,3520356,91889.36658068214,30088.51282051282
2017,49,23,Construction,99832,9560,4569508,23546380,45771.976921227666,2463.010460251046
2017,49,31-33,Manufacturing,121112,3213,7180877,54705173,59291.20978928595,17026.197634609398
2017,49,42,Wholesale Trade,57673,3064,3490239,53189931,60517.72926672793,17359.638054830288
2017,49,44-45,Retail Trade,157340,6771,4587830,49153645,29158.70090250413,7259.436567715256
2017,49,48-49,Transportation,66470,2133,2982077,10783024,44863.50233187904,5055.332395686826
2017,49,51,Information,51008,1218,3847682,13476030,75432.91248431618,11064.064039408868
2017,49,52,Finance and Insurance,69224,3452,4801377,27502892,69360.00520050849,7967.234067207416
2017,49,53,Real Estate,18223,4878,805292,4884352,44190.96745870603,1001.3021730217303
2017,49,54,Professional Services,88874,10182,5180641,14477151,58291.975155838605,1421.8376546847378
2017,49,55,Management,26963,385,2117945,618460,78550.05006861255,1606.3896103896104
2017,49,56,Administrative Services,144794,4187,5388172,9302027,37212.674558338054,2221.6448531167903
2017,49,61,Educational Services,50117,1085,1472971,1981831,29390.645888620627,1826.5723502304147
2017,49,62,Health Care,131211,6670,5681418,16308068,43299.86052998605,2444.9877061469265
2017,49,71,Arts and Recreation,28203,1174,615813,1719196,21835.017551324327,1464.3918228279388
2017,49,72,Food Services,120366,4098,2006939,6995917,16673.63707359221,1707.1539775500244
2017,49,81,Other Services,25602,3590,724911,2460747,28314.62385751113,685.4448467966574
2017,50,11,Agriculture,494,152,17569,56358,35564.777327935226,370.7763157894737
2017,50,21,Mining,372,29,27230,268993,73198.9247311828,9275.620689655172
2017,50,22,Utilities,1106,25,114921,1157529,103906.87160940326,46301.16
2017,50,23,Construction,16185,2694,759628,3202942,46934.074760580785,1188.916852264291
2017,50,31-33,Manufacturing,30082,1000,1685436,8489935,56028.05664516987,8489.935
2017,50,42,Wholesale Trade,11212,739,657895,13903231,58677.75597574028,18813.573748308525
2017,50,44-45,Retail Trade,36519,2336,1077118,10704652,29494.728771324517,4582.470890410959
2017,50,48-49,Transportation,5644,415,227296,783462,40272.14741318214,1887.8602409638554
2017,50,51,Information,7191,366,491547,2041432,68355.86149353358,5577.68306010929
2017,50,52,Finance and Insurance,7695,483,582762,4373917,75732.55360623782,9055.728778467908
2017,50,53,Real Estate,2953,687,125362,705441,42452.42126650864,1026.8427947598254
2017,50,54,Professional Services,11322,2054,711429,1762277,62835.983041865395,857.9732229795521
2017,50,55,Management,1918,62,115662,346032,60303.44108446298,5581.1612903225805
2017,50,56,Administrative Services,8494,1143,269711,745422,31753.119849305393,652.1627296587926
2017,50,61,Educational Services,15396,375,507985,1708805,32994.608989347886,4556.8133333333335
2017,50,62,Health Care,45465,1628,2034484,5194711,44748.355878148024,3190.854422604423
2017,50,71,Arts and Recreation,7602,443,147065,497082,19345.566956064195,1122.0812641083521
2017,50,72,Food Services,34465,1747,630447,2167037,18292.383577542434,1240.4333142530052
2017,50,81,Other Services,3956,958,127950,466481,32343.276036400406,486.9321503131524
2017,51,11,Agriculture,4208,758,200022,762340,47533.74524714829,1005.7255936675461
2017,51,21,Mining,7395,165,523876,2790878,70841.92021636241,16914.41212121212
2017,51,22,Utilities,16779,83,1698053,14426505,101201.08468919483,173813.31325301205
2017,51,23,Construction,198679,19515,10172445,52572072,51200.40366621535,2693.93143735588
2017,51,31-33,Manufacturing,235265,4706,13081292,101347277,55602.37179350945,21535.757968550784
2017,51,42,Wholesale Trade,104106,5368,6709828,134348466,64451.88557816072,25027.657600596125
2017,51,44-45,Retail Trade,429325,15182,11661157,120496835,27161.607174052293,7936.822223685944
2017,51,48-49,Transportation,104287,4269,4993409,20313181,47881.41379078888,4758.299601780276
2017,51,51,Information,101564,2093,9556648,44608008,94094.83675318027,21312.951743908267
2017,51,52,Finance and Insurance,156701,5561,13026692,161201348,83130.87982846312,28987.834562129112
2017,51,53,Real Estate,55441,7008,2817670,14222558,50822.85673057845,2029.474600456621
2017,51,54,Professional Services,467205,26624,41468405,101176405,88758.47861217239,3800.195500300481
2017,51,55,Management,76965,915,7549431,3083633,98089.14441629311,3370.090710382514
2017,51,56,Administrative Services,265756,9436,10753385,24058047,40463.37617965352,2549.6022679101316
2017,51,61,Educational Services,81422,2920,2796451,7332821,34345.152415808996,2511.240068493151
2017,51,62,Health Care,420722,14888,20101126,52601784,47777.6916823936,3533.166577109081
2017,51,71,Arts and Recreation,62013,2773,1302246,4472824,20999.564607421024,1612.9909844933286
2017,51,72,Food Services,364597,13063,6295895,21953160,17268.093264618194,1680.5603613258822
2017,51,81,Other Services,79159,10985,2490329,7622636,31459.834004977325,693.91315430132
2017,53,11,Agriculture,19295,1532,861425,2725484,44644.98574760301,1779.0365535248043
2017,53,21,Mining,2215,139,136427,665504,61592.32505643341,4787.798561151079
2017,53,22,Utilities,8909,197,966364,8203050,108470.53541362667,41639.84771573604
2017,53,23,Construction,203667,23105,12339901,58973022,60588.61278459446,2552.392209478468
2017,53,31-33,Manufacturing,265592,6640,17153992,151049129,64587.75866742974,22748.362801204818
2017,53,42,Wholesale Trade,141960,7413,9501262,162774178,66929.14905607213,21957.9357884797
2017,53,44-45,Retail Trade,350519,14447,11551727,160858420,32956.06514910747,11134.382224683326
2017,53,48-49,Transportation,108493,4721,5999284,23726898,55296.50760878582,5025.820377038763
2017,53,51,Information,135563,2260,22342072,90946818,164809.5129201921,40241.95486725664
2017,53,52,Finance and Insurance,102559,4998,8703628,48048189,84864.59501360192,9613.48319327731
2017,53,53,Real Estate,52358,8841,2556660,15084402,48830.360212383974,1706.1873091279267
2017,53,54,Professional Services,220344,20777,17736949,42130035,80496.62799985477,2027.7246474466958
2017,53,55,Management,113865,749,11869373,1802942,104240.7500109779,2407.13217623498
2017,53,56,Administrative Services,166809,9009,7069626,16526669,42381.562145927375,1834.4620934620934
2017,53,61,Educational Services,54467,2661,1597420,3991728,29328.21708557475,1500.0856820744082
2017,53,62,Health Care,392270,16749,19487620,47561423,49679.09858005965,2839.6574720878857
2017,53,71,Arts and Recreation,57092,2803,1718966,4606585,30108.70174455265,1643.448091330717
2017,53,72,Food Services,287401,13904,6143351,19692013,21375.538011349996,1416.2840189873418
2017,53,81,Other Services,66050,9372,2104480,6532516,31861.922785768358,697.0247545881349
2017,54,11,Agriculture,763,260,25036,95624,32812.58191349934,367.7846153846154
2017,54,21,Mining,21835,433,1595512,14636555,73071.30753377605,33802.66743648961
2017,54,22,Utilities,6769,60,598199,4733138,88373.3195449845,78885.63333333333
2017,54,23,Construction,25472,3045,1275093,5156670,50058.613379396986,1693.487684729064
2017,54,31-33,Manufacturing,46585,1029,2606086,22277985,55942.59954921112,21650.131195335278
2017,54,42,Wholesale Trade,20584,1174,1026960,24406384,49891.17761368053,20789.083475298125
2017,54,44-45,Retail Trade,80769,3269,1931923,22319892,23919.115006995256,6827.7430406852245
2017,54,48-49,Transportation,15344,1010,690539,3087217,45003.845151199166,3056.650495049505
2017,54,51,Information,10201,263,486021,2802707,47644.44662288011,10656.680608365019
2017,54,52,Finance and Insurance,17710,1160,886934,4499710,50080.97120271033,3879.060344827586
2017,54,53,Real Estate,6424,1165,254203,1347542,39570.82814445828,1156.6884120171674
2017,54,54,Professional Services,20088,2406,1053464,2925061,52442.45320589407,1215.736076475478
2017,54,55,Management,5588,173,382885,296829,68519.14817465999,1715.7745664739884
2017,54,56,Administrative Services,32844,1290,997770,2026156,30379.064669346,1570.663565891473
2017,54,61,Educational Services,8943,264,274381,432816,30681.09135636811,1639.4545454545455
2017,54,62,Health Care,128326,3108,5358532,14175444,41757.18092981937,4560.953667953668
2017,54,71,Arts and Recreation,7531,652,132296,528509,17566.85699110344,810.5966257668712
2017,54,72,Food Services,72078,2539,1135139,4153074,15748.758289630678,1635.7124852304057
2017,54,81,Other Services,10068,1630,323650,1109151,32146.404449741756,680.460736196319
2017,55,21,Mining,6502,139,605674,2449962,93151.95324515534,17625.625899280574
2017,55,22,Utilities,12780,83,1292501,11382133,101134.6635367762,137134.1325301205
2017,55,23,Construction,126528,13840,7884497,39072071,62314.246648963075,2823.1265173410407
2017,55,31-33,Manufacturing,465574,7891,25391507,175346376,54538.0691361631,22221.058927892536
2017,55,42,Wholesale Trade,124878,5517,7451249,112528322,59668.22819071414,20396.650715968823
2017,55,44-45,Retail Trade,319446,11775,8243071,91719989,25804.270518334866,7789.383354564756
2017,55,48-49,Transportation,114869,4889,4796844,15200776,41759.256196188704,3109.1789732051543
2017,55,51,Information,66318,1135,4722809,17680243,71214.58729153473,15577.306607929515
2017,55,52,Finance and Insurance,154497,4649,11643171,96524553,75361.79343288219,20762.433426543343
2017,55,53,Real Estate,29803,3971,1130105,6334046,37919.16921115324,1595.0757995467136
2017,55,54,Professional Services,114271,10679,8262029,20444763,72302.06264056497,1914.4829103848674
2017,55,55,Management,89079,839,7772945,5601093,87259.00605080884,6675.915375446961
2017,55,56,Administrative Services,166580,5971,5595857,12904970,33592.610157281786,2161.2744933846925
2017,55,61,Educational Services,55352,1546,1989811,3530351,35948.31261743027,2283.538809831824
2017,55,62,Health Care,404115,10162,18023363,45403044,44599.589225839176,4467.9240307026175
2017,55,71,Arts and Recreation,45084,2584,1156278,3298261,25647.191908437584,1276.4167956656347
2017,55,72,Food Services,240940,11644,3406365,12159165,14137.814393624969,1044.2429577464789
2017,55,81,Other Services,53696,7547,1570853,6592567,29254.562723480332,873.5347820325958
2017,56,11,Agriculture,307,118,10935,37071,35618.89250814332,314.16101694915255
2017,56,21,Mining,19122,596,1616544,12854723,84538.4374019454,21568.327181208053
2017,56,22,Utilities,2642,55,232879,2766197,88144.9659348978,50294.490909090906
2017,56,23,Construction,21211,2778,1124077,4269940,52995.0025929942,1537.0554355651548
2017,56,31-33,Manufacturing,9904,546,671982,8925205,67849.55573505654,16346.529304029304
2017,56,42,Wholesale Trade,6385,591,407470,7122802,63816.7580266249,12052.118443316413
2017,56,44-45,Retail Trade,30605,1882,895308,9115559,29253.651364156183,4843.548884165781
2017,56,48-49,Transportation,9706,770,529480,2109685,54551.82361425922,2739.8506493506493
2017,56,51,Information,3383,219,159074,973583,47021.57848063848,4445.584474885844
2017,56,52,Finance and Insurance,6391,622,357589,2294068,55951.96369895165,3688.2122186495176
2017,56,53,Real Estate,5028,1157,260461,1230635,51802.10819411297,1063.6430423509075
2017,56,54,Professional Services,9495,2276,528551,1565267,55666.24539231174,687.7271528998242
2017,56,56,Administrative Services,7646,1031,320923,758317,41972.66544598483,735.5160038797284
2017,56,61,Educational Services,2057,191,62162,109319,30219.737481769567,572.3507853403141
2017,56,62,Health Care,20813,1754,852491,1953151,40959.54451544708,1113.5410490307868
2017,56,71,Arts and Recreation,4591,437,106747,372125,23251.361359181006,851.5446224256293
2017,56,72,Food Services,27002,1586,533214,1850723,19747.20391082142,1166.9123581336696
2017,56,81,Other Services,4738,936,168465,592408,35556.141831996625,632.9145299145299
2018,01,11,Agriculture,6904,904,311577,0,45129.92468134415,0
2018,01,21,Mining,5804,141,472163,0,81351.3094417643,0
2018,01,22,Utilities,15334,104,1581465,0,103134.53762879875,0
2018,01,23,Construction,69230,7585,3615716,0,52227.5891954355,0
2018,01,31-33,Manufacturing,259923,3750,14127637,0,54353.16228267602,0
2018,01,42,Wholesale Trade,74962,4027,4605459,0,61437.24820575758,0
2018,01,44-45,Retail Trade,233739,10319,6105227,0,26119.847351105294,0
2018,01,48-49,Transportation,78789,2536,3714031,0,47138.953407201516,0
2018,01,51,Information,31913,721,1832556,0,57423.49512737756,0
2018,01,52,Finance and Insurance,68775,2955,4875305,0,70887.74990912396,0
2018,01,53,Real Estate,29284,3406,1424950,0,48659.67763966671,0
2018,01,54,Professional Services,107683,8327,8153239,0,75715.19181300669,0
2018,01,55,Management,25010,467,2245262,0,89774.57017193123,0
2018,01,56,Administrative Services,159148,3706,5235424,0,32896.57425792344,0
2018,01,61,Educational Services,25820,761,710330,0,27510.844306738963,0
2018,01,62,Health Care,207337,7470,10081851,0,48625.431061508556,0
2018,01,71,Arts and Recreation,17662,1130,322334,0,18250.14154682369,0
2018,01,72,Food Services,174708,5747,2708056,0,15500.469354580215,0
2018,01,81,Other Services,37592,4593,1373174,0,36528.35709725474,0
2018,02,21,Mining,8847,114,1135637,0,128364.07821860518,0
2018,02,22,Utilities,1927,52,204287,0,106012.97353399066,0
2018,02,23,Construction,17362,2274,1671695,0,96284.70222324617,0
2018,02,31-33,Manufacturing,11282,439,578373,0,51265.1125686935,0
2018,02,42,Wholesale Trade,9585,547,663546,0,69227.54303599375,0
2018,02,44-45,Retail Trade,33878,1517,1094392,0,32303.91404451266,0
2018,02,48-49,Transportation,19028,876,1548164,0,81362.41328568425,0
2018,02,51,Information,5904,194,421893,0,71458.84146341463,0
2018,02,52,Finance and Insurance,6688,395,473654,0,70821.47129186602,0
2018,02,54,Professional Services,16862,1763,1265777,0,75066.83667417863,0
2018,02,55,Management,6261,138,810969,0,129527.07235265932,0
2018,02,56,Administrative Services,18156,973,913704,0,50325.1817580965,0
2018,02,61,Educational Services,2226,187,66365,0,29813.566936208445,0
2018,02,62,Health Care,44038,2171,2677712,0,60804.5778645715,0
