year,state,naics_sector,naics_label,n_emp,n_firms,payroll,revenue,avg_wage,revenue_per_firm
2017,05,81,Other Services,17837,2840,509253,1882444,28550.372820541572,662.8323943661971
2017,06,11,Agriculture,141503,3173,4071714,11233463,28774.753892143628,3540.3287109990547
2017,06,21,Mining,17375,494,1494876,13529656,86036.02877697842,27387.967611336033
2017,06,22,Utilities,62027,525,7646052,44418095,123269.73737243458,84605.89523809524
2017,06,23,Construction,827026,74390,49179920,235854698,59465.99018652376,3170.516171528431
2017,06,31-33,Manufacturing,1207352,35855,77864574,516863517,64492.02386710752,14415.38187142658
2017,06,42,Wholesale Trade,856236,51125,68345124,1176691283,79820.42801283758,23015.966415647923
2017,06,44-45,Retail Trade,1736812,70206,53893608,567064165,31030.190947552182,8077.146753838703
2017,06,48-49,Transportation,531870,20679,28204473,99457084,53028.88487788369,4809.569321533923
2017,06,51,Information,672732,17372,108317864,370660553,161011.90964604032,21336.66549620078
2017,06,52,Finance and Insurance,649356,29075,73400593,424205134,113035.98180350995,14590.030404127257
2017,06,53,Real Estate,327529,44451,19458795,118913095,59410.90712578123,2675.1500528672022
2017,06,54,Professional Services,1250989,117453,120293999,303074509,96159.11810575472,2580.3896792759656
2017,06,55,Management,385776,3428,50355929,16895961,130531.52347476255,4928.810093348891
2017,06,56,Administrative Services,1609553,38456,76483350,149858242,47518.37932643411,3896.8754420636574
2017,06,61,Educational Services,430921,12690,17508550,24448793,40630.53320678268,1926.6188337273443
2017,06,62,Health Care,1880858,92740,103748002,270019579,55159.93339210084,2911.576223851628
2017,06,71,Arts and Recreation,328502,24858,15998168,47748100,48700.367121052535,1920.83433904578
2017,06,72,Food Services,1751373,66264,36898942,127912201,21068.57990844897,1930.342282385609
2017,06,81,Other Services,330807,45496,10750827,38484803,32498.789324288784,845.8942104800421
2017,08,11,Agriculture,1888,420,86110,376194,45609.11016949153,895.7
2017,08,21,Mining,22941,989,2020069,19266892,88054.96708949043,19481.18503538928
2017,08,23,Construction,180007,18429,9957000,53343271,55314.51554661763,2894.52878615226
2017,08,31-33,Manufacturing,120788,5011,7386634,51009404,61153.7073219194,10179.485930951905
2017,08,42,Wholesale Trade,106637,5929,7906301,139765467,74142.192672337,23573.193961882273
2017,08,44-45,Retail Trade,281859,12511,8481164,84382764,30090.09469273644,6744.68579649908
2017,08,48-49,Transportation,68275,3329,3456344,15588856,50623.85939216404,4682.744367677981
2017,08,51,Information,89571,2221,7440572,40054011,83068.98438110549,18034.22377307519
2017,08,52,Finance and Insurance,194152,6386,11531396,56947123,59393.65033581936,8917.494989038521
2017,08,53,Real Estate,47075,10283,2305148,12004847,48967.56240042485,1167.445978799961
2017,08,54,Professional Services,193890,24544,15483369,37539960,79856.45984836764,1529.4964146023467
2017,08,55,Management,66592,691,6502305,1617780,97643.93620855358,2341.2156295224313
2017,08,56,Administrative Services,261020,8255,12093346,22523940,46331.10872730059,2728.5208964264084
2017,08,61,Educational Services,52051,2463,1695854,3765530,32580.62285066569,1528.838814453918
2017,08,62,Health Care,282003,13259,13530882,34632878,47981.34062403591,2612.0279055735728
2017,08,71,Arts and Recreation,57711,2810,1936918,5721060,33562.37112508881,2035.964412811388
2017,08,72,Food Services,288836,10390,5607235,18719939,19413.213726820755,1801.72656400385
2017,08,81,Other Services,51321,8077,1598211,5173178,31141.462559186297,640.4826049275721
2017,09,11,Agriculture,369,93,14824,88313,40173.44173441734,949.6021505376344
2017,09,21,Mining,810,46,43702,264753,53953.08641975309,5755.5
2017,09,22,Utilities,8117,55,890128,8850052,109662.19046445731,160910.03636363638
2017,09,23,Construction,64982,7946,4008994,18868519,61693.91523806593,2374.5933803171406
2017,09,31-33,Manufacturing,162168,3841,11290836,59656204,69624.31552464112,15531.425149700599
2017,09,42,Wholesale Trade,77421,3489,6441458,125656765,83200.39782487956,36015.12324448266
2017,09,44-45,Retail Trade,188207,8457,5672826,56373592,30141.41875700691,6665.908951164715
2017,09,48-49,Transportation,44449,1360,1928763,6033862,43392.71974622601,4436.663235294118
2017,09,51,Information,43683,1111,4139113,36758462,94753.4052148433,33085.92439243924
2017,09,52,Finance and Insurance,122221,3375,18081081,112922543,147937.59664869375,33458.53125925926
2017,09,53,Real Estate,20552,2499,1129309,6432498,54948.861424678864,2574.02881152461
2017,09,54,Professional Services,117430,8427,10532899,23345061,89695.12901302904,2770.2694909220363
2017,09,55,Management,34939,480,4197613,1956040,120141.18892927674,4075.0833333333335
2017,09,56,Administrative Services,84716,4858,3543989,9215193,41833.762217290714,1896.9108686702348
2017,09,61,Educational Services,79642,1377,3851737,5570345,48363.137540493706,4045.2759622367466
2017,09,62,Health Care,287133,7421,13478170,33210793,46940.51188821905,4475.244980460854
2017,09,71,Arts and Recreation,31435,1538,778055,2391828,24751.232702401783,1555.1547464239272
2017,09,72,Food Services,134549,7182,2633752,8775782,19574.667964830656,1221.913394597605
2017,09,81,Other Services,33085,5531,1022929,3303562,30918.210669487682,597.2811426505152
2017,10,11,Agriculture,250,44,12635,126716,50540,2879.909090909091
2017,10,21,Mining,254,19,11048,41410,43496.06299212598,2179.4736842105262
2017,10,22,Utilities,2451,22,235687,1437306,96159.52672378621,65332.09090909091
2017,10,23,Construction,20703,2243,1090372,5234269,52667.342897164664,2333.601872492198
2017,10,31-33,Manufacturing,28734,554,1613833,16837397,56164.57854806153,30392.41335740072
2017,10,42,Wholesale Trade,17679,1050,1847161,22032069,104483.34181797614,20982.922857142858
2017,10,44-45,Retail Trade,58691,2486,1581603,18430316,26947.964764614677,7413.642799678198
2017,10,48-49,Transportation,10841,658,465539,1345036,42942.440734249605,2044.127659574468
2017,10,51,Information,6643,361,450963,1950566,67885.44332379948,5403.229916897507
2017,10,52,Finance and Insurance,44420,1186,4031432,49305551,90757.13642503376,41572.97723440135
2017,10,53,Real Estate,5766,1018,279650,5993605,48499.826569545614,5887.627701375246
2017,10,54,Professional Services,30715,2850,3240380,8070592,105498.29073742472,2831.786666666667
2017,10,55,Management,6337,638,649920,1198284,102559.57077481458,1878.1880877742947
2017,10,56,Administrative Services,28326,1421,1151020,2433167,40634.75252418273,1712.2920478536241
2017,10,61,Educational Services,6869,304,262369,610460,38196.09841316058,2008.092105263158
2017,10,62,Health Care,70069,1911,3762826,8905034,53701.72258773495,4659.881737310308
2017,10,71,Arts and Recreation,7968,410,218685,816597,27445.406626506025,1991.7
2017,10,72,Food Services,40533,1756,718608,2465129,17728.961586855155,1403.8320045558087
2017,10,81,Other Services,8378,1153,253366,818760,30241.823824301744,710.112749349523
2017,11,22,Utilities,2158,30,321347,2319442,148909.63855421686,77314.73333333334
2017,11,23,Construction,11026,482,679298,3229878,61608.74297115908,6700.991701244813
2017,11,31-33,Manufacturing,1092,110,49265,273833,45114.468864468865,2489.390909090909
2017,11,42,Wholesale Trade,4694,329,378651,5197285,80667.02172986792,15797.218844984802
2017,11,44-45,Retail Trade,22733,1336,655291,5373472,28825.539963929088,4022.059880239521
2017,11,48-49,Transportation,3996,137,280839,2066516,70280.03003003003,15084.058394160584
2017,11,51,Information,22660,508,2643165,10805819,116644.52780229479,21271.297244094487
2017,11,52,Finance and Insurance,20054,507,3016108,101387276,150399.32183105615,199974.9033530572
2017,11,53,Real Estate,12163,850,936867,4407812,77025.9804324591,5185.6611764705885
2017,11,54,Professional Services,118111,4803,14226315,38252343,120448.68809848363,7964.2604622111185
2017,11,56,Administrative Services,36654,750,1500632,3146330,40940.47034430076,4195.106666666667
2017,11,61,Educational Services,52140,577,2778081,4672720,53281.185270425776,8098.301559792028
2017,11,62,Health Care,67992,1687,4092577,10634443,60192.037298505704,6303.759928867813
2017,11,71,Arts and Recreation,9125,297,815901,1630640,89413.80821917808,5490.37037037037
2017,11,72,Food Services,74943,2011,2006517,6296017,26773.90817020936,3130.7891596220784
2017,11,81,Other Services,7957,646,232307,848714,29195.299736081437,1313.7987616099072
2017,12,11,Agriculture,14819,1349,334351,1212969,22562.31864498279,899.1616011860638
2017,12,21,Mining,3340,160,214447,1812289,64205.68862275449,11326.80625
2017,12,22,Utilities,26554,307,2704324,25183016,101842.4342848535,82029.36807817589
2017,12,23,Construction,443514,52842,20281074,112383064,45728.14837863066,2126.7753680784226
2017,12,31-33,Manufacturing,302955,12655,16765315,104889743,55339.2913138915,8288.403239826155
2017,12,42,Wholesale Trade,345471,27182,19838606,380902838,57424.808449913304,14013.054153483923
2017,12,44-45,Retail Trade,1103626,47233,30013577,333686722,27195.423993273085,7064.694641458303
2017,12,48-49,Transportation,269734,13723,13477606,71530430,49966.285303298806,5212.448444217736
2017,12,51,Information,175728,5331,13808463,74620043,78578.615815351,13997.381917088725
2017,12,52,Finance and Insurance,385956,18243,30169036,190623591,78167.03458425312,10449.136161815492
2017,12,53,Real Estate,186643,30771,8202958,50656837,43949.990088029015,1646.2525429787788
2017,12,54,Professional Services,537534,74624,35011695,89926901,65133.91711035953,1205.0667479631218
2017,12,55,Management,162691,1769,13634963,7341315,83808.95685686363,4149.980214810627
2017,12,56,Administrative Services,1749341,32965,74172202,119370199,42400.08208805487,3621.119338692553
2017,12,61,Educational Services,179438,6465,6475693,8960002,36088.74931731294,1385.9245166279968
2017,12,62,Health Care,1063085,48112,49982317,140760600,47016.29408749065,2925.6858995676753
2017,12,71,Arts and Recreation,205599,8202,6511125,22869793,31669.049946740986,2788.3190685198733
2017,12,72,Food Services,955261,31110,18326171,65410221,19184.464769314356,2102.546480231437
2017,12,81,Other Services,176105,28722,5035932,18803362,28596.189773146703,654.6675718961075
2017,13,11,Agriculture,8759,1096,350772,1528835,40047.037333028886,1394.9224452554745
2017,13,22,Utilities,24667,138,2304617,18448236,93429.15636275185,133682.86956521738
2017,13,23,Construction,187344,17964,9944397,69232536,53080.947348193695,3853.9599198396795
2017,13,31-33,Manufacturing,382676,6718,19711948,174872165,51510.80287240381,26030.390741292053
2017,13,42,Wholesale Trade,224310,10872,14160045,301501345,63127.12317774509,27731.911791758645
2017,13,44-45,Retail Trade,488660,21174,12798201,152706026,26190.400278312118,7211.959289694909
2017,13,48-49,Transportation,200768,5680,9914691,39045413,49383.82112687281,6874.192429577465
2017,13,51,Information,139738,2540,13362966,73075389,95628.71946070503,28769.838188976377
2017,13,52,Finance and Insurance,193386,7964,15843296,107568440,81925.76505021047,13506.83576092416
2017,13,53,Real Estate,64570,9471,3601434,21375837,55775.65432863559,2256.977827050998
2017,13,54,Professional Services,271492,27808,20575742,54875182,75787.65488485848,1973.3595368239355
2017,13,55,Management,138564,1080,14804498,6574844,106842.31113420513,6087.818518518518
2017,13,56,Administrative Services,398769,10697,13943471,30495562,34966.28624592182,2850.851827615219
2017,13,61,Educational Services,88412,2846,3571327,4463088,40394.14332895987,1568.196767392832
2017,13,62,Health Care,469989,18568,23181356,61538177,49323.18841504801,3314.205999569151
2017,13,71,Arts and Recreation,51328,3100,1795085,5355762,34972.821851620945,1727.6651612903227
2017,13,72,Food Services,427667,15092,7060224,26703588,16508.694849029736,1769.3869599787968
2017,13,81,Other Services,83779,11240,2665038,8752679,31810.334331992504,778.7080960854092
2017,15,11,Agriculture,389,43,10293,35882,26460.154241645243,834.4651162790698
2017,15,23,Construction,33288,2888,2284074,11796195,68615.53713049748,4084.5550554016622
2017,15,31-33,Manufacturing,12980,753,633801,5502466,48829.04468412943,7307.391766268261
2017,15,42,Wholesale Trade,18322,1330,965613,16475608,52702.37965287633,12387.675187969924
2017,15,44-45,Retail Trade,75760,2750,2374395,23453394,31341.011087645194,8528.50690909091
2017,15,48-49,Transportation,32795,755,1536680,6505809,46857.142857142855,8616.965562913907
2017,15,51,Information,7821,336,497452,2686869,63604.65413629971,7996.633928571428
2017,15,52,Finance and Insurance,19733,762,1402667,11187340,71082.29868747783,14681.548556430445
2017,15,53,Real Estate,14078,1625,733786,4462280,52122.886773689446,2746.0184615384615
2017,15,54,Professional Services,22794,2929,1424463,3724076,62492.89286654383,1271.4496415158758
2017,15,55,Management,7046,200,540912,162749,76768.66307124609,813.745
2017,15,56,Administrative Services,54765,1608,2016623,3978744,36823.208253446544,2474.3432835820895
2017,15,61,Educational Services,18992,450,656915,725685,34589.03748946925,1612.6333333333334
2017,15,62,Health Care,65406,2956,3520914,8857901,53831.66681955784,2996.583558863329
2017,15,71,Arts and Recreation,12112,474,310616,1030546,25645.310435931307,2174.1476793248944
2017,15,72,Food Services,115269,2971,3413958,12431761,29617.312547172267,4184.369235947493
2017,15,81,Other Services,11863,1369,333663,1103892,28126.35926831324,806.3491599707816
2017,16,11,Agriculture,4422,563,165621,742013,37453.86702849389,1317.96269982238
2017,16,21,Mining,3618,98,230075,1083060,63591.76340519624,11051.632653061224
2017,16,22,Utilities,3842,137,346898,2266573,90290.99427381573,16544.328467153286
2017,16,23,Construction,43250,6825,1822161,9989050,42130.89017341041,1463.5970695970695
2017,16,31-33,Manufacturing,58280,1751,3408990,20392198,58493.308167467396,11646.02969731582
2017,16,42,Wholesale Trade,30730,1578,1902984,33980257,61925.93556784901,21533.749683143218
2017,16,44-45,Retail Trade,82935,4232,2328480,25301630,28075.96310363538,5978.646030245746
2017,16,48-49,Transportation,19899,1656,777833,15249218,39089.04970099,9208.46497584541
2017,16,51,Information,13001,486,705386,3363064,54256.28797784786,6919.884773662551
2017,16,52,Finance and Insurance,23575,1550,1302496,8177231,55249.03499469777,5275.632903225806
2017,16,53,Real Estate,7663,2335,277476,1649860,36209.839488451,706.5781584582442
2017,16,54,Professional Services,32718,4379,1837426,4894035,56159.484076043766,1117.6147522265358
2017,16,55,Management,10355,169,744878,150824,71934.13809753742,892.4497041420118
2017,16,56,Administrative Services,44005,2242,1303168,2917759,29614.089308033177,1301.4090098126674
2017,16,61,Educational Services,14830,501,304760,397198,20550.236008091706,792.810379241517
2017,16,62,Health Care,90303,4434,3829471,9401991,42406.907854667064,2120.4309878213803
2017,16,71,Arts and Recreation,9399,774,166637,553257,17729.226513458878,714.8023255813954
2017,16,72,Food Services,65768,2978,1033798,3405655,15718.860235981025,1143.604768300873
2017,16,81,Other Services,11139,1992,336292,1171663,30190.501840380646,588.1842369477912
2017,17,11,Agriculture,3205,577,107730,225541,33613.10452418097,390.88561525129984
2017,17,21,Mining,7876,424,527984,2934605,67037.07465718639,6921.23820754717
2017,17,22,Utilities,30873,190,3582612,23635642,116043.53318433583,124398.11578947368
2017,17,23,Construction,230851,29263,14981145,71149984,64895.30043188031,2431.397464374808
2017,17,31-33,Manufacturing,541187,12226,30509259,247745553,56374.70781818484,20263.827335187307
2017,17,42,Wholesale Trade,332286,14949,24444371,574056834,73564.25187940508,38401.019064820386
2017,17,44-45,Retail Trade,625292,23374,16224216,168283572,25946.623337576682,7199.6052023615985
2017,17,48-49,Transportation,258325,14959,13151782,53124338,50911.766186006,3551.329500635069
2017,17,51,Information,129603,3329,10875827,48570322,83916.47569886499,14590.063682787624
2017,17,52,Finance and Insurance,325287,12304,37330518,207100226,114761.78882033404,16831.942945383616
2017,17,53,Real Estate,83804,10578,4882660,33382388,58262.85141520691,3155.831726224239
2017,17,54,Professional Services,416517,36985,34788838,89304845,83523.2127380155,2414.623360821955
2017,17,55,Management,251982,1661,24838548,10173381,98572.70757435056,6124.853100541843
2017,17,56,Administrative Services,537069,15029,18288665,41177204,34052.728792762195,2739.8498902122565
2017,17,61,Educational Services,166899,4036,6867269,7778790,41146.25611897016,1927.3513379583746
2017,17,62,Health Care,791361,25785,36521188,93717292,46149.84564566614,3634.5662982354083
2017,17,71,Arts and Recreation,87342,4669,2918579,10071418,33415.52746673994,2157.0824587706147
2017,17,72,Food Services,545453,22225,10362303,34961216,18997.60932655976,1573.0580877390325
2017,17,81,Other Services,123767,17362,4017978,12646477,32464.049383115045,728.399781131206
2017,18,11,Agriculture,2130,364,73463,266580,34489.67136150235,732.3626373626373
2017,18,21,Mining,5656,179,352048,2383125,62243.281471004244,13313.54748603352
2017,18,22,Utilities,16142,187,1505672,11955643,93276.66955767563,63933.91978609626
2017,18,23,Construction,140995,13257,7803952,35497774,55349.140040426966,2677.6626687787584
2017,18,31-33,Manufacturing,495340,7220,28028379,246336138,56584.12201720031,34118.57867036011
2017,18,42,Wholesale Trade,123587,6131,7448647,151227518,60270.47343167161,24666.044364703965
2017,18,44-45,Retail Trade,339409,11862,8598758,100462802,25334.502031472355,8469.297083122576
2017,18,48-49,Transportation,125822,4726,5526975,20276901,43926.93646580089,4290.499576809141
2017,18,51,Information,46752,1131,3225397,13357226,68989.49777549623,11810.102564102564
2017,18,52,Finance and Insurance,105826,4776,7186951,50243748,67912.90420123599,10520.047738693467
2017,18,53,Real Estate,34255,4753,1393182,7557837,40670.90935629835,1590.119293078056
2017,18,54,Professional Services,120396,11939,8293462,21607432,68884.8632844945,1809.819247843203
2017,18,55,Management,54853,680,4442603,2832014,80991.06703370827,4164.726470588235
2017,18,56,Administrative Services,213618,6275,6670841,14091751,31227.897461824377,2245.6973705179284
2017,18,61,Educational Services,68083,1540,1948946,5832639,28626.0299928029,3787.427922077922
2017,18,62,Health Care,409205,10044,18472947,49723241,45143.502645373344,4950.54171644763
2017,18,71,Arts and Recreation,36340,2053,1125158,3938621,30961.970280682443,1918.4710180224063
2017,18,72,Food Services,273330,9465,4155529,14834396,15203.340284637618,1567.2895932382462
2017,18,81,Other Services,62293,7239,1978447,6291312,31760.34225354374,869.0857853294654
2017,19,11,Agriculture,3600,558,167335,270063,46481.944444444445,483.98387096774195
2017,19,21,Mining,2024,80,125795,570326,62151.67984189723,7129.075
2017,19,22,Utilities,8377,101,729889,6791810,87130.11818073296,67245.64356435643
2017,19,23,Construction,76239,8814,4025093,21064948,52795.72134996524,2389.9419105967777
2017,19,31-33,Manufacturing,212885,2990,11261592,126776014,52899.8849143904,42400.004682274244
2017,19,42,Wholesale Trade,77563,3542,4123032,88838918,53157.20124286064,25081.569169960476
2017,19,44-45,Retail Trade,179428,7265,4504693,49250131,25105.853044117976,6779.095801789401
2017,19,48-49,Transportation,56995,3513,2467394,9034012,43291.411527326956,2571.5946484486194
2017,19,51,Information,29362,868,1682231,7745461,57292.7934064437,8923.342165898617
2017,19,52,Finance and Insurance,101257,3678,7364012,60056507,72725.95474880749,16328.577215878195
2017,19,53,Real Estate,13121,2635,530876,2964951,40460.0259126591,1125.218595825427
2017,19,54,Professional Services,58131,5999,3690896,8718790,63492.73193304777,1453.3738956492748
2017,19,55,Management,28695,511,2138913,2198903,74539.57135389441,4303.13698630137
2017,19,56,Administrative Services,61948,3332,2055687,4976392,33184.07373926519,1493.515006002401
2017,19,61,Educational Services,34563,716,899526,2335275,26025.692214217517,3261.5572625698323
2017,19,62,Health Care,185413,5648,7571515,17999336,40835.94462092734,3186.851274787535
2017,19,71,Arts and Recreation,19099,1387,343759,1353294,17998.795748468507,975.6986301369863
2017,19,72,Food Services,125317,5746,1900233,7016953,15163.409593271464,1221.1891750783154
2017,19,81,Other Services,25355,4428,761284,2645521,30025.004929994084,597.4528003613369
2017,20,11,Agriculture,1701,432,49597,667870,29157.5543797766,1545.9953703703704
2017,20,21,Mining,6266,889,386073,3584428,61613.948292371526,4031.9775028121485
2017,20,22,Utilities,7205,74,708284,6111365,98304.51075641916,82586.01351351352
2017,20,23,Construction,68626,7023,3575546,18266813,52101.914726197065,2600.9985761070766
2017,20,31-33,Manufacturing,162339,2593,9234986,85994516,56887.04501074911,33164.10181257231
2017,20,42,Wholesale Trade,64096,3150,3807365,94052309,59400.97666000998,29857.875873015873
2017,20,44-45,Retail Trade,152585,6736,3913473,39757654,25647.822525149917,5902.264548693587
2017,20,48-49,Transportation,57724,2309,2413166,7791931,41805.24565172199,3374.5911650064963
2017,20,51,Information,30691,807,2146031,14499470,69923.78873285328,17967.12515489467
2017,20,52,Finance and Insurance,60563,3664,4343992,31072133,71726.82991265295,8480.385644104803
2017,20,53,Real Estate,14150,2772,591765,4011139,41820.8480565371,1447.0198412698412
2017,20,54,Professional Services,64422,6616,4120551,11678831,63961.860854987426,1765.240477629988
2017,20,55,Management,27010,564,2346436,2109305,86872.86190299889,3739.9024822695037
2017,20,56,Administrative Services,91379,3239,3081164,6997581,33718.51300627059,2160.414016671812
2017,20,61,Educational Services,26381,699,590199,1345080,22372.123877032715,1924.2918454935623
2017,20,62,Health Care,186927,5849,7560195,19004225,40444.638816222374,3249.140878782698
2017,20,71,Arts and Recreation,16713,1054,301988,1132601,18069.048046430922,1074.5740037950663
2017,20,72,Food Services,121368,4331,1683025,5757830,13867.123129655263,1329.4458554606326
2017,20,81,Other Services,20152,3502,617122,2102538,30623.36244541485,600.3820673900628
2017,21,11,Agriculture,1879,321,60026,93149,31945.715806279935,290.18380062305295
2017,21,21,Mining,12547,350,751197,3801474,59870.646369650116,10861.354285714286
2017,21,22,Utilities,9149,86,817520,7977466,89356.21379385726,92761.23255813954
2017,21,23,Construction,77973,7432,3854083,20821478,49428.430354096934,2801.598223896663
2017,21,31-33,Manufacturing,232244,3245,12630728,134518492,54385.59446099791,41454.08073959938
2017,21,42,Wholesale Trade,71892,3187,4192532,121893166,58317.08674122295,38246.992783181675
2017,21,44-45,Retail Trade,228577,9120,5679667,63377591,24847.937456524498,6949.29725877193
2017,21,48-49,Transportation,93327,2369,4885633,14744844,52349.62015279608,6224.079358379063
2017,21,51,Information,26515,758,1306839,6702752,49286.781067320386,8842.68073878628
